starId,movieId
"nm9428968","HHa10",
"nm9434708","HHa10",
"nm9424929","HHa10",
"nm9426463","HHa10",
"nm9427320","LAl2",
"nm9426062","LAl2",
"nm9428532","LAl2",
"nm9424419","LAl2",
"nm9428868","LAl2",
"nm9433967","LAl2",
"nm9424961","LAl2",
"nm9427581","LAl2",
"nm9424812","BDn2",
"nm9423619","BDn2",
"nm9424061","BDn2",
"nm9425683","BDn2",
"nm9423351","BDn2",
"nm9431298","MF15",
"nm9436597","MF15",
"nm9437495","MF15",
"nm9424333","HHa12",
"nm9429310","HHa12",
"nm9424423","HHa12",
"nm9434709","HHa12",
"nm9428889","HHa12",
"nm9423684","HHa12",
"nm9432803","HHa12",
"nm9429180","HHa12",
"nm9424813","HHa12",
"nm9429175","HHa12",
"nm9426191","HHa12",
"nm9424333","HHa13",
"nm9425673","HHa13",
"nm9426874","HHa13",
"nm9425634","HHa13",
"nm9424813","HHa13",
"nm9427245","HHa13",
"nm9426424","HHa13",
"nm9433139","ERr47",
"nm9433140","ERr47",
"nm9429681","HHa15",
"nm9428690","HHa15",
"nm9429747","HHa15",
"nm9429167","HHa15",
"nm9423768","HHa15",
"nm9426170","HHa15",
"nm9427921","HHa15",
"nm9428823","HHa16",
"nm9426925","HHa16",
"nm9425118","HHa16",
"nm9429078","HHa16",
"nm9423874","HHa16",
"nm9423709","HHa16",
"nm9430501","HHa16",
"nm9427176","HHa16",
"nm9432828","HHa16",
"nm9427163","LAl4",
"nm9428532","LAl4",
"nm9427036","LAl4",
"nm9436932","LAl4",
"nm9436933","LAl4",
"nm9424949","EFo10",
"nm9424434","EFo10",
"nm9429745","EFo10",
"nm9423977","EFo10",
"nm9429253","EFo10",
"nm9426285","EFo10",
"nm9423430","EFo10",
"nm0","HWa5",
"nm9429605","PhN22",
"nm9435249","PhN22",
"nm9426401","PhN20",
"nm9437557","PhN20",
"nm9438695","PhN20",
"nm9434930","HWa9",
"nm9428789","HWa9",
"nm9429595","HWa9",
"nm9427108","HHa31",
"nm9429726","HHa31",
"nm9424731","HHa31",
"nm9425485","HHa31",
"nm9426961","HHa31",
"nm0","GFr60",
"nm0","MxS5",
"nm9438080","MVP5",
"nm9438081","MVP5",
"nm9433383","FJS29",
"nm9426585","FJS29",
"nm9425353","FJS29",
"nm9433384","FJS29",
"nm9427102","BW30",
"nm9426693","BW30",
"nm9428115","BW30",
"nm9426425","BW30",
"nm9427720","JeH10",
"nm9427653","JeH10",
"nm9426067","JeH10",
"nm9427973","JeH10",
"nm9439540","RnC10",
"nm9425714","RnC10",
"nm9439541","RnC10",
"nm9429965","RnC10",
"nm9429964","RnC10",
"nm9429964","RnC10",
"nm9429964","RnC10",
"nm9429964","RnC10",
"nm9429202","W70",
"nm9425313","W70",
"nm9423432","W70",
"nm9441143","W70",
"nm9424672","W70",
"nm9427921","W70",
"nm9429049","W70",
"nm9424403","W70",
"nm9430235","W70",
"nm9433130","ERr30",
"nm9425266","ERr30",
"nm9433131","ERr30",
"nm9425313","W73",
"nm9426994","W73",
"nm9427261","W73",
"nm9428441","W73",
"nm9428967","W73",
"nm9428678","FJS22",
"nm9423681","FJS22",
"nm9425811","FJS22",
"nm9423689","FJS22",
"nm9433380","FJS22",
"nm9433381","FJS22",
"nm9428463","FJS22",
"nm9433382","FJS22",
"nm9426918","JMG4",
"nm9423321","JMG4",
"nm9432238","JMG4",
"nm9426925","W75",
"nm9427320","W75",
"nm9437204","W75",
"nm9424672","W75",
"nm9427839","W75",
"nm9425629","W75",
"nm9423089","W75",
"nm9429654","W75",
"nm9427738","W75",
"nm9423151","AAl6",
"nm9423906","AAl6",
"nm9429968","AAl6",
"nm9424643","AAl6",
"nm9427452","AAl6",
"nm9429691","AAl6",
"nm9423273","AAl6",
"nm9426798","W74",
"nm9426994","W74",
"nm9441144","W74",
"nm9429814","W74",
"nm9430179","W74",
"nm9433728","W74",
"nm9432065","W74",
"nm9425646","W74",
"nm9425953","W74",
"nm9429859","W74",
"nm9427164","W74",
"nm9433830","W74",
"nm9428161","W74",
"nm9424333","W77",
"nm9427320","W77",
"nm9428123","W77",
"nm9425787","W77",
"nm9424731","W77",
"nm9424614","W77",
"nm9424406","W77",
"nm9427575","W77",
"nm9429228","W77",
"nm9429011","W77",
"nm9427738","W77",
"nm9441145","W77",
"nm9433132","ERr33",
"nm9433133","ERr33",
"nm9424456","ERr33",
"nm0","W76",
"nm9428104","HHa21",
"nm9426545","HHa21",
"nm9423286","HHa21",
"nm9427682","HHa21",
"nm9434715","HHa21",
"nm9423324","HHa21",
"nm9426631","HHa21",
"nm9425613","HHa21",
"nm9424279","W78",
"nm9426874","W78",
"nm9426065","W78",
"nm9432609","W78",
"nm9423241","W78",
"nm9434351","W78",
"nm9433055","W78",
"nm0","HHa22",
"nm9423083","JeY30",
"nm9424376","JeY30",
"nm9424966","JeY30",
"nm9435855","JeY30",
"nm9423948","JeY30",
"nm9435856","JeY30",
"nm9427902","JeY30",
"nm9435857","JeY30",
"nm9429408","JeY30",
"nm9425890","JBd10",
"nm9425888","JBd10",
"nm9423916","JBd10",
"nm9433134","ERr37",
"nm9433135","ERr37",
"nm9433136","ERr37",
"nm9433137","ERr37",
"nm9428185","HHa27",
"nm9423565","HHa27",
"nm9425285","HHa27",
"nm9434716","HHa27",
"nm9428263","HHa27",
"nm9434717","HHa27",
"nm9423449","HHa27",
"nm9427682","HHa28",
"nm9425745","HHa28",
"nm9424968","HHa28",
"nm9427682","HHa28",
"nm9425745","HHa28",
"nm9424060","HHa28",
"nm9426780","HHa28",
"nm9434718","HHa28",
"nm9423536","HHa28",
"nm9423963","RMe12",
"nm9432170","RMe12",
"nm9438985","RMe12",
"nm9423649","RMe12",
"nm9423963","RMe12",
"nm9425879","RMe12",
"nm9425167","RMe12",
"nm9427083","RMe12",
"nm9427173","RMe12",
"nm9426677","RMe12",
"nm9426061","RMe12",
"nm9431093","JLa10",
"nm9436071","JLa10",
"nm9433475","JLa10",
"nm9436072","JLa10",
"nm9436073","JLa10",
"nm9435078","JLa10",
"nm9436074","JLa10",
"nm9436075","JLa10",
"nm9429964","JLa10",
"nm9429964","JLa10",
"nm9429964","JLa10",
"nm9429964","JLa10",
"nm9429964","JLa10",
"nm9427231","FJS16",
"nm9425908","FJS16",
"nm9425438","FJS16",
"nm9429931","FJS16",
"nm9431968","FJS16",
"nm9431406","FJS16",
"nm9426982","BVS3",
"nm9429283","BVS3",
"nm9424051","BVS3",
"nm9431544","BVS3",
"nm9427948","FJS18",
"nm9427077","FJS18",
"nm9427771","FJS18",
"nm9427873","FJS18",
"nm9431480","FJS18",
"nm9433377","FJS18",
"nm9424908","FJS18",
"nm9425711","FJS18",
"nm9424613","FJS18",
"nm9426053","FJS18",
"nm9433378","FJS18",
"nm9427239","FJS18",
"nm9425456","FJS18",
"nm9433379","FJS18",
"nm9425266","FJS18",
"nm9428678","FJS13",
"nm9426961","FJS13",
"nm9423483","FJS13",
"nm9429512","FJS13",
"nm9433372","FJS13",
"nm9429916","FJS13",
"nm9426606","FJS13",
"nm9433373","FJS13",
"nm9423483","FJS13",
"nm9424314","FJS13",
"nm9433374","FJS13",
"nm9433375","FJS13",
"nm9433376","FJS13",
"nm0","DDo15",
"nm0","NVg10",
"nm0","W80",
"nm0","DDo12",
"nm9423944","RoW10",
"nm9427277","RoW10",
"nm9427926","RoW10",
"nm9428562","RoW10",
"nm9427366","RoW10",
"nm9424709","RoW10",
"nm9425362","RoW10",
"nm9426147","FJS14",
"nm9429136","FJS14",
"nm9423233","FJS14",
"nm9423386","FJS14",
"nm9423880","FJS14",
"nm9424637","FJS14",
"nm9425761","FJS14",
"nm9425931","FJS14",
"nm9426248","FJS14",
"nm9427172","FJS14",
"nm9428081","FJS14",
"nm9428258","FJS14",
"nm9429646","FJS14",
"nm9429865","FJS14",
"nm9427771","FJS14",
"nm9430190","W82",
"nm9427820","W82",
"nm9441146","W82",
"nm9432926","W82",
"nm9441147","W82",
"nm9424703","W82",
"nm9433127","ERr20",
"nm9424969","ERr20",
"nm9433128","ERr20",
"nm0","DDo10",
"nm0","RTa5",
"nm9430771","DZo10",
"nm9428812","DZo10",
"nm9432790","DZo10",
"nm9427024","DZo10",
"nm9432791","DZo10",
"nm9425118","W83",
"nm9430648","W83",
"nm9424533","W83",
"nm9428173","W83",
"nm9426023","W83",
"nm9424968","W83",
"nm9424540","W83",
"nm9424312","W83",
"nm9425857","FJS10",
"nm9426046","FJS10",
"nm9427171","FJS10",
"nm9424956","FJS10",
"nm9429718","FJS10",
"nm9425717","FJS10",
"nm9423920","FJS10",
"nm9429196","FJS10",
"nm9425574","FJS10",
"nm9427163","W85",
"nm9427758","W85",
"nm9424530","W85",
"nm9427373","W85",
"nm9430650","W85",
"nm9428173","W85",
"nm9441148","W85",
"nm9423801","ERr22",
"nm9433129","ERr22",
"nm9429964","ERr22",
"nm9440120","SDv10",
"nm9440121","SDv10",
"nm9440122","SDv10",
"nm9440123","SDv10",
"nm9429049","HHa32",
"nm9424233","HHa32",
"nm9429545","HHa32",
"nm9434719","HHa32",
"nm9434720","HHa32",
"nm9424316","HHa32",
"nm0","HHa33",
"nm9427261","HRo10",
"nm9426556","HRo10",
"nm9426006","HRo10",
"nm9423316","HRo10",
"nm0","ERr25",
"nm9429411","LAn1",
"nm9424816","LAn1",
"nm9430166","LAn1",
"nm9427077","HHa38",
"nm9434721","HHa38",
"nm9434722","HHa38",
"nm9423121","HHa38",
"nm9428882","HHa38",
"nm9433040","HHa38",
"nm9426937","HHa38",
"nm9423717","HHa38",
"nm9425198","HHa38",
"nm9434723","HHa38",
"nm9423468","HHa39",
"nm9424763","HHa39",
"nm9423528","HHa39",
"nm9426332","HHa39",
"nm9427858","HHa39",
"nm9427439","HHa39",
"nm9426319","HHa39",
"nm9424534","HHa39",
"nm9426044","HHa39",
"nm9425250","HHa39",
"nm9424351","HHa39",
"nm9429633","HHa50",
"nm9426825","HHa50",
"nm9423787","HHa50",
"nm9434726","HHa50",
"nm9434727","HHa50",
"nm9424055","MF18",
"nm9424673","MF18",
"nm0","JMS12",
"nm9429633","HHa53",
"nm9425472","HHa53",
"nm9424002","HHa53",
"nm9425920","JoL2",
"nm9435674","JoL2",
"nm9427706","JoL2",
"nm9428540","JoL2",
"nm9429096","JoL2",
"nm9427734","JoL2",
"nm9428422","JoL2",
"nm9425057","JoL2",
"nm9425033","JoL2",
"nm9428754","JoL2",
"nm9424147","KeS10",
"nm9428049","KeS10",
"nm9436758","KeS10",
"nm9436759","KeS10",
"nm9436760","KeS10",
"nm0","JoL1",
"nm9424512","LuR8",
"nm9432265","LuR8",
"nm9437268","LuR8",
"nm9434248","LuR8",
"nm9426662","LuR8",
"nm9432685","LuR8",
"nm9437269","LuR8",
"nm0","JoL6",
"nm9430695","DDo25",
"nm9432380","DDo25",
"nm9432381","DDo25",
"nm9423586","DDo25",
"nm9432382","DDo25",
"nm0","JoL5",
"nm9423781","JoL4",
"nm9429405","JoL4",
"nm9425284","JoL4",
"nm9423935","JoL4",
"nm9427398","JoL4",
"nm9432037","JoL4",
"nm9427845","JoL4",
"nm9428897","JoL4",
"nm9428687","JoL4",
"nm9423677","HGC3",
"nm9424617","HGC3",
"nm9426235","HGC3",
"nm9434668","HGC3",
"nm9428305","HGC3",
"nm9427268","W90",
"nm9427379","W90",
"nm9431553","W90",
"nm9441149","W90",
"nm9441150","W90",
"nm9441151","W90",
"nm9441152","W90",
"nm9425946","W90",
"nm9441153","W90",
"nm9427394","JoL3",
"nm9427556","JoL3",
"nm9425057","JoL3",
"nm9427734","JoL3",
"nm9425793","JoL3",
"nm9430743","JoL3",
"nm9426583","JoL3",
"nm9424311","JoL3",
"nm9434724","JoL3",
"nm9425222","HGC2",
"nm9434669","HGC5",
"nm9424617","HGC5",
"nm9434670","HGC5",
"nm9431992","HGC5",
"nm0","DgB10",
"nm9425708","JoL9",
"nm9428259","JoL9",
"nm9427624","JoL9",
"nm9425811","JoL9",
"nm9427576","JoL9",
"nm9429551","JoL8",
"nm9426104","JoL8",
"nm9427102","JoL8",
"nm9427653","JoL8",
"nm9425602","JoL8",
"nm9428602","JoL8",
"nm9427242","JoL8",
"nm9429713","Z9925",
"nm9441785","Z9925",
"nm0","JoL7",
"nm9424617","HGC6",
"nm9423677","HGC6",
"nm9434668","HGC6",
"nm9428305","HGC6",
"nm9432374","DDo20",
"nm9432375","DDo20",
"nm9432376","DDo20",
"nm9432377","DDo20",
"nm9432378","DDo20",
"nm9432379","DDo20",
"nm0","ERr12",
"nm9439058","RBe12",
"nm9426392","RBe12",
"nm9425908","RBe12",
"nm9426335","RBe12",
"nm9433802","RBe12",
"nm9429633","W98",
"nm9427682","W98",
"nm9423089","W98",
"nm9426232","W98",
"nm9424672","W98",
"nm9423284","W98",
"nm0","RBe10",
"nm0","ERr10",
"nm9441783","Z9920",
"nm9429964","Z9920",
"nm9441784","Z9920",
"nm9430947","Z9920",
"nm9427988","HHa43",
"nm9431585","HHa43",
"nm9427394","HHa43",
"nm9432479","HHa43",
"nm9434724","HHa43",
"nm0","ERr17",
"nm9436149","JLr10",
"nm9436150","JLr10",
"nm9429964","JLr10",
"nm9429964","JLr10",
"nm9429964","JLr10",
"nm9427640","RBe15",
"nm9429780","RBe15",
"nm9429177","RBe15",
"nm9425541","RBe15",
"nm9433496","RBe15",
"nm9423130","HHa47",
"nm9432893","HHa47",
"nm9434725","HHa47",
"nm9427640","RBe19",
"nm9425592","RBe19",
"nm9428612","RBe19",
"nm9430947","RBe19",
"nm9431300","RBe19",
"nm9439059","RBe19",
"nm9424128","RBe19",
"nm9425284","RBe19",
"nm9436014","RBe19",
"nm9439060","RBe19",
"nm9433945","RBe19",
"nm0","RAs20",
"nm9425381","RWs10",
"nm9424196","RWs10",
"nm9423735","RWs10",
"nm9428849","RWs10",
"nm9440019","RWs10",
"nm9424072","RWs10",
"nm9425472","HHa60",
"nm9434729","HHa60",
"nm9434730","HHa60",
"nm9428711","HHa60",
"nm9428261","HHa60",
"nm9434731","HHa60",
"nm9431570","ByB10",
"nm9431571","ByB10",
"nm9431572","ByB10",
"nm9431573","ByB10",
"nm9432642","DPa10",
"nm9432643","DPa10",
"nm9432644","DPa10",
"nm9424793","Z9935",
"nm0","LRg10",
"nm9430258","AGi10",
"nm9430259","AGi10",
"nm9428322","HHa54",
"nm9431195","HHa54",
"nm9424233","HHa54",
"nm9425118","HHa54",
"nm9426204","HHa54",
"nm9426961","HHa54",
"nm9427948","HHa54",
"nm9427967","HHa54",
"nm9428123","HHa54",
"nm9429049","HHa54",
"nm9429559","HHa54",
"nm9429633","HHa54",
"nm9429726","HHa54",
"nm9434728","HHa54",
"nm9423792","HHa54",
"nm9423802","HHa54",
"nm9424672","HHa54",
"nm9427086","HHa54",
"nm9427439","HHa54",
"nm9430648","HHa54",
"nm9428386","HHa54",
"nm9429173","HHa54",
"nm9429330","HHa54",
"nm9424793","Z9930",
"nm9430659","Z9930",
"nm9424792","Z9930",
"nm9425766","Z9930",
"nm9432295","HHa56",
"nm9427706","HHa56",
"nm9427639","HHa56",
"nm9426764","HHa56",
"nm9434565","HHa56",
"nm9427471","HHa56",
"nm9427201","HHa56",
"nm9426512","HHa56",
"nm9430144","SOe15",
"nm9432579","SOe15",
"nm9428122","SOe15",
"nm9429964","SOe12",
"nm0","RoF10",
"nm9429964","SOe10",
"nm9436454","RAs10",
"nm9428731","RAs10",
"nm9426123","RAs10",
"nm9429964","RAs10",
"nm9429710","RAs10",
"nm0","DPr10",
"nm9440817","Tki7",
"nm9429964","Tki7",
"nm0","DPr12",
"nm9427948","HHa72",
"nm9434732","HHa72",
"nm9434733","HHa72",
"nm9434734","HHa72",
"nm9424351","HHa72",
"nm9425519","HHa72",
"nm9425261","HHa72",
"nm0","Tki5",
"nm9429295","yAn10",
"nm0","ITo10",
"nm9429033","EaK60",
"nm9424125","EaK60",
"nm9424051","EaK60",
"nm9427751","EaK60",
"nm9423109","EaK60",
"nm9432812","EaK60",
"nm9437087","LiH10",
"nm9437088","LiH10",
"nm9437089","LiH10",
"nm9437090","LiH10",
"nm9428882","LiH10",
"nm9437091","LiH10",
"nm9429633","HHa65",
"nm9423986","HHa65",
"nm9424844","HHa65",
"nm9424524","HHa65",
"nm9425952","HHa65",
"nm9428874","HHa65",
"nm9425952","HHa65",
"nm9427056","HHa65",
"nm9424351","HHa65",
"nm0","JcS10",
"nm9429964","Z8610",
"nm9429964","Z8610",
"nm9429964","Z8610",
"nm9429964","Z8610",
"nm9429964","Z8610",
"nm9429964","Z8610",
"nm9441695","Z8610",
"nm9429964","Z8610",
"nm9429964","Z8610",
"nm9429964","Z8610",
"nm9435081","Z8610",
"nm9429763","LiY20",
"nm9428806","LiY20",
"nm9424435","LiY20",
"nm9428876","LiY20",
"nm9429964","LiY20",
"nm9426844","AC20",
"nm9425902","AC20",
"nm9430034","AC20",
"nm9427392","AC20",
"nm9425679","AC20",
"nm9423938","AC20",
"nm9430035","AC20",
"nm9425235","AC20",
"nm9431110","BDu2",
"nm9431111","BDu2",
"nm9425888","BDu2",
"nm9425400","BDu2",
"nm9431112","BDu2",
"nm9431113","BDu2",
"nm9431114","BDu2",
"nm9431115","BDu2",
"nm9430457","ByS10",
"nm9439428","RkK15",
"nm9430823","RkK15",
"nm9429964","RkK15",
"nm9429964","RkK15",
"nm9429964","RkK15",
"nm9430689","RkK10",
"nm9435319","RkK10",
"nm9439426","RkK10",
"nm9432675","RkK10",
"nm9438741","RkK10",
"nm9439427","RkK10",
"nm0","xFa10",
"nm9423083","EaK51",
"nm9424376","EaK51",
"nm9432311","EaK51",
"nm9432811","EaK51",
"nm9427864","EaK51",
"nm9423875","EaK51",
"nm9424626","EaK51",
"nm9424939","EaK51",
"nm9423083","EaK50",
"nm9424376","EaK50",
"nm9425280","EaK50",
"nm9431971","EaK50",
"nm9426458","EaK50",
"nm9428080","EaK50",
"nm9424386","EaK50",
"nm9423551","EaK50",
"nm9429725","EaK50",
"nm9425423","EaK50",
"nm9425791","IvP27",
"nm9423807","IvP27",
"nm9424892","IvP27",
"nm9428561","BnS10",
"nm9430105","BnS10",
"nm9431341","BnS10",
"nm9431234","BnS10",
"nm9429059","BnS10",
"nm9426951","BnS10",
"nm9426785","LAr4",
"nm9427077","LAr4",
"nm9426211","LAr4",
"nm9428443","LAr4",
"nm9428308","LAr4",
"nm9428966","LAr4",
"nm9423351","LAr4",
"nm9433795","LAr4",
"nm9425959","LAr4",
"nm0","LAr3",
"nm9426785","LAr2",
"nm9427077","LAr2",
"nm9423969","LAr2",
"nm9425472","LAr2",
"nm9424750","LAr8",
"nm9426057","MRa10",
"nm9437006","LDo10",
"nm9437007","LDo10",
"nm9437008","LDo10",
"nm9431911","LDo10",
"nm9428746","IvP20",
"nm9423648","IvP20",
"nm9423733","IvP20",
"nm9435566","IvP20",
"nm0","LAr5",
"nm9425133","AJP15",
"nm9430349","AJP15",
"nm9426244","AJP15",
"nm9428630","AJP15",
"nm9424640","AJP15",
"nm9429809","AJP15",
"nm9430350","AJP15",
"nm9423958","IvP24",
"nm9428783","IvP24",
"nm9426234","IvP24",
"nm9423401","IvP24",
"nm9428910","IvP24",
"nm9424055","BnS15",
"nm9423822","BnS15",
"nm9431342","BnS15",
"nm9428707","BnS15",
"nm9431343","BnS15",
"nm9431023","LuV1",
"nm9437272","LuV1",
"nm9437273","LuV1",
"nm9437274","LuV1",
"nm9429964","LuV1",
"nm9429964","LuV1",
"nm9428641","BKo10",
"nm9423378","BKo10",
"nm9426316","BKo10",
"nm9431274","BKo10",
"nm9431275","BKo10",
"nm9426728","BKo10",
"nm9427354","BKo10",
"nm9423993","BKo10",
"nm9426631","BKo10",
"nm0","LuV2",
"nm9426948","LuV3",
"nm9437275","LuV3",
"nm9437276","LuV3",
"nm9424165","LuV3",
"nm9437277","LuV3",
"nm9428885","JoP2",
"nm9423771","JoP2",
"nm9424889","JoP2",
"nm9425328","JoP2",
"nm9430050","JoP2",
"nm9436319","JoP2",
"nm9424517","JoP2",
"nm9425323","IlM5",
"nm9435303","IlM5",
"nm9435304","IlM5",
"nm9435305","IlM5",
"nm9435306","IlM5",
"nm9427749","BVo10",
"nm9426781","BVo10",
"nm9431543","BVo10",
"nm0","ARt1",
"nm9431753","CCa10",
"nm9429964","CCa10",
"nm9429964","CCa10",
"nm9429964","CCa10",
"nm9429964","CCa10",
"nm9429964","CCa10",
"nm0","DRE10",
"nm9427383","CCa13",
"nm9429075","CCa13",
"nm9431754","CCa13",
"nm9429339","CCa13",
"nm9431755","CCa13",
"nm9431756","CCa13",
"nm9431757","CCa13",
"nm9431758","CCa13",
"nm9429965","CCa13",
"nm9429965","CCa13",
"nm9430784","CCa13",
"nm9435642","JaM10",
"nm9427200","ByS17",
"nm9429051","ByS17",
"nm9431592","ByS17",
"nm9431593","ByS17",
"nm9429964","ByS17",
"nm9431594","ByS17",
"nm9428707","IvP10",
"nm9428115","IvP10",
"nm9423648","IvP10",
"nm9435565","IvP10",
"nm9431591","ByS15",
"nm9427200","ByS15",
"nm9438949","PYu10",
"nm9438950","PYu10",
"nm0","IvP15",
"nm9425414","BDu4",
"nm9428900","BDu4",
"nm9424235","BDu4",
"nm9431117","BDu4",
"nm9429725","BDu4",
"nm9431118","BDu4",
"nm9431119","BDu4",
"nm9431120","BDu4",
"nm9441525","xFr10",
"nm9431116","BDu3",
"nm9424807","BDu3",
"nm9426521","BDu3",
"nm9426298","BDu3",
"nm9430146","BDu3",
"nm9429308","JoS1",
"nm9425551","JoS1",
"nm9423501","JoS1",
"nm9436330","JoS1",
"nm9433964","KOr1",
"nm9432899","KOr1",
"nm9430835","KOr1",
"nm9424844","KOr1",
"nm9432668","KOr1",
"nm9432231","KOr1",
"nm9429880","JN10",
"nm9423354","JN10",
"nm9423626","JN10",
"nm9427439","JN10",
"nm9427221","JN10",
"nm9429015","JN10",
"nm9427863","JN10",
"nm9424246","JN13",
"nm0","JLo3",
"nm9423927","JoS5",
"nm9436331","JoS5",
"nm9423390","JoS5",
"nm9423437","JoS5",
"nm9424003","JoS5",
"nm9424662","JoS5",
"nm9425257","JoS5",
"nm9425356","JoS5",
"nm9427970","JoS5",
"nm9434863","JoS5",
"nm0","JN14",
"nm9429631","JLo4",
"nm9424534","JLo4",
"nm9423823","JLo4",
"nm9423915","JLo4",
"nm9423121","JLo4",
"nm9425250","JLo4",
"nm9423200","JLo4",
"nm9427470","JLo4",
"nm9426774","JLo4",
"nm9433801","JLo4",
"nm9426693","GDG1",
"nm9424807","GDG1",
"nm9424518","GDG1",
"nm9423382","GDG1",
"nm9430105","GDG1",
"nm9433824","GDG1",
"nm9431112","GDG1",
"nm9424830","JN12",
"nm9430652","JN12",
"nm9424458","JN12",
"nm9428232","JN12",
"nm9428989","JN12",
"nm9428892","JN12",
"nm9428366","JN12",
"nm9427302","KOr2",
"nm9427895","KOr2",
"nm9431118","KOr2",
"nm9436806","KOr2",
"nm9436300","KOr2",
"nm9436807","KOr2",
"nm9432599","KOr2",
"nm0","JLo8",
"nm9429821","JN15",
"nm9427278","JN15",
"nm9428308","JN15",
"nm9429887","JN15",
"nm9429454","JN15",
"nm9424550","JN15",
"nm9426044","JN16",
"nm9427988","JN16",
"nm9423792","JN16",
"nm9428892","JN16",
"nm9424901","JN16",
"nm9427919","IGi10",
"nm9427867","IGi10",
"nm9424899","IGi10",
"nm9427636","IGi10",
"nm9424258","IGi10",
"nm9426134","IGi10",
"nm9428057","IGi10",
"nm9429647","JN19",
"nm9429964","JN19",
"nm9430190","JN19",
"nm9429533","JN19",
"nm9432420","JN19",
"nm9428386","JN19",
"nm9423130","JN19",
"nm9423468","JN19",
"nm9426232","JN19",
"nm9429964","JN19",
"nm9424052","ARu4",
"nm9426325","ARu4",
"nm9424131","ARu4",
"nm9426315","ARu4",
"nm9426072","ARu4",
"nm9428939","ARu4",
"nm9424313","ARu4",
"nm9426747","ARu4",
"nm9423472","ARu4",
"nm9428157","ARu4",
"nm0","Z1210",
"nm9426338","EaK30",
"nm9424263","EaK30",
"nm9432809","EaK30",
"nm9432810","EaK30",
"nm9425613","EaK30",
"nm9438229","NJu20",
"nm9429964","RGu10",
"nm9429964","RGu10",
"nm0","GTh5",
"nm9427868","AaB10",
"nm9428900","AaB10",
"nm9424908","AaB10",
"nm9429960","AaB10",
"nm9429961","AaB10",
"nm9429962","AaB10",
"nm9429963","AaB10",
"nm9429964","AaB10",
"nm9430561","CCr10",
"nm9425888","CCr10",
"nm9429577","CCr10",
"nm9431799","CCr10",
"nm9431800","CCr10",
"nm9431801","CCr10",
"nm9431802","CCr10",
"nm9431803","CCr10",
"nm9431804","CCr10",
"nm9431805","CCr10",
"nm9431806","CCr10",
"nm9432871","MGr15",
"nm9431807","CCr12",
"nm9431808","CCr12",
"nm9430585","CCr12",
"nm9423151","CCr12",
"nm9429972","CCr12",
"nm9424210","CCr12",
"nm9431809","CCr12",
"nm9431810","CCr12",
"nm9431811","CCr12",
"nm9424844","IvP40",
"nm9431240","IvP40",
"nm9426480","IvP40",
"nm9428060","IvP40",
"nm9428641","IvP40",
"nm9428418","MGr10",
"nm9428832","MGr10",
"nm9424400","MGr10",
"nm9429843","MGr10",
"nm9428221","MGr10",
"nm9428023","MGr10",
"nm9424275","MGr10",
"nm9429964","AlB10",
"nm9427577","AlB10",
"nm9427909","AlB10",
"nm9425047","AlB10",
"nm9426238","Z1220",
"nm0","GMf21",
"nm9429576","GMf20",
"nm9431852","GMf20",
"nm9434047","GMf20",
"nm9434048","GMf20",
"nm9425750","GMf20",
"nm0","NJu15",
"nm9437730","NJu12",
"nm9425474","NJu12",
"nm9429229","NJu12",
"nm9424967","NJu12",
"nm9429964","NJu12",
"nm9429964","NJu12",
"nm9429964","NJu12",
"nm9429964","NJu12",
"nm9429964","NJu12",
"nm9429964","NJu12",
"nm9426918","RHg10",
"nm9430784","RHg10",
"nm9432175","RHg10",
"nm9431223","RHg10",
"nm9426180","RHg10",
"nm9439334","RHg10",
"nm9429965","RHg10",
"nm9429965","RHg10",
"nm9429965","RHg10",
"nm9427653","RHg10",
"nm9428248","NJu10",
"nm9424562","NJu10",
"nm9425197","NJu10",
"nm9426620","NJu10",
"nm9426116","NJu10",
"nm9438228","NJu10",
"nm9425133","AJP29",
"nm9428046","AJP29",
"nm9430352","AJP29",
"nm9423652","AJP29",
"nm9429773","AJP29",
"nm9430353","AJP29",
"nm9430354","AJP29",
"nm9430355","AJP29",
"nm9430356","AJP29",
"nm9426044","EOB1",
"nm9426140","EOB1",
"nm9429037","EOB1",
"nm9433092","EOB1",
"nm9428412","AJP25",
"nm9429605","AJP25",
"nm9424446","AJP25",
"nm9424424","AJP25",
"nm9430351","AJP25",
"nm9425791","AJP25",
"nm9423246","JN31",
"nm9434530","JN31",
"nm9426885","JN31",
"nm9429282","JN31",
"nm9426316","JN31",
"nm9432894","JN31",
"nm9424923","JN31",
"nm0","ABW5",
"nm9424850","GoG10",
"nm9429302","GLt10",
"nm9430297","GLt10",
"nm9431892","CDu10",
"nm9429964","CDu10",
"nm9434680","HGL6",
"nm9434681","HGL6",
"nm9434682","HGL6",
"nm9434683","HGL6",
"nm9429964","HGL6",
"nm9429964","HGL6",
"nm9429964","HGL6",
"nm9429964","HGL6",
"nm0","IGi30",
"nm9429170","Z1230",
"nm0","RyT50",
"nm9436657","RyT55",
"nm9440039","RyT55",
"nm9440040","RyT55",
"nm9426631","RyT55",
"nm9427715","EaK10",
"nm9426798","EaK10",
"nm9423651","EaK10",
"nm9432804","EaK10",
"nm9432805","EaK10",
"nm9432806","EaK10",
"nm9426977","EaK10",
"nm9432807","EaK10",
"nm9432808","EaK10",
"nm9429688","EaK10",
"nm9438400","OKa10",
