starId,movieId
"nm9429846","RWi28",
"nm9423624","RWi28",
"nm9429173","RWi28",
"nm9427452","RWi28",
"nm9424109","RWi28",
"nm9440002","RWi28",
"nm9440003","RWi28",
"nm9440004","RWi28",
"nm9427716","RWi28",
"nm9440005","RWi28",
"nm0","GBS120",
"nm9426193","RWi29",
"nm9423681","RWi29",
"nm9425701","RWi29",
"nm9429173","RWi29",
"nm9440006","RWi29",
"nm9424850","RWi29",
"nm9425787","RWi24",
"nm9423629","RWi24",
"nm0","YOz40",
"nm0","RWi25",
"nm0","WCr50",
"nm0","YOz45",
"nm0","NaL20",
"nm0","PiG30",
"nm0","YOz50",
"nm9423940","LCs10",
"nm9428279","LCs10",
"nm9437004","LCs10",
"nm9437005","LCs10",
"nm0","SGB90",
"nm0","TOw10",
"nm9429101","WCr48",
"nm9423476","WCr48",
"nm9428171","WCr48",
"nm9426639","WCr48",
"nm9441306","WCr48",
"nm0","NaL10",
"nm9427547","WCr49",
"nm9439867","WCr49",
"nm9429964","Smi5",
"nm9441305","WCr46",
"nm0","Smi3",
"nm9437393","WH30",
"nm9441343","WH30",
"nm9427119","WH30",
"nm9429130","WH30",
"nm0","PhD15",
"nm9425283","GBS110",
"nm9424933","WCr40",
"nm9441302","WCr40",
"nm9441292","WCr40",
"nm9441303","WCr40",
"nm9441271","WBo10",
"nm9441272","WBo10",
"nm9427253","WBo10",
"nm9427557","KV26",
"nm9423688","KV26",
"nm9428396","KV26",
"nm9436903","KV26",
"nm9423455","WCr44",
"nm9441305","WCr44",
"nm9438054","WCr44",
"nm9430866","WCr44",
"nm9435251","WCr44",
"nm0","GBS115",
"nm9424548","KV25",
"nm9436899","KV25",
"nm9436900","KV25",
"nm9436901","KV25",
"nm9436902","KV25",
"nm9423953","EMF10",
"nm9426115","EMF10",
"nm9424253","EMF10",
"nm9425381","KV24",
"nm9425358","KV24",
"nm9436898","KV24",
"nm9425965","KV24",
"nm9423476","WCr42",
"nm9441304","WCr42",
"nm0","JaC15",
"nm9425358","KV23",
"nm9441616","YOz55",
"nm9441615","YOz55",
"nm0","WCr43",
"nm0","JaC12",
"nm0","KV28",
"nm9427093","PiG40",
"nm9432911","KV27",
"nm9425608","KV27",
"nm9432767","KV27",
"nm9427444","KV27",
"nm9436904","KV27",
"nm9427559","KV27",
"nm9431745","KV27",
"nm9430171","KV27",
"nm9436905","KV27",
"nm0","JaC10",
"nm0","CST10",
"nm9438392","NyA10",
"nm9438393","NyA10",
"nm9425339","MRy21",
"nm9429086","MRy21",
"nm9431095","MRy21",
"nm9426552","MRy21",
"nm9428712","MRy21",
"nm9437947","MRy21",
"nm9437948","MRy21",
"nm9437949","MRy21",
"nm9437950","MRy21",
"nm9425476","LPh10",
"nm9427777","LPh10",
"nm9427568","LPh10",
"nm9426036","LPh10",
"nm0","PhD10",
"nm9429477","LPh15",
"nm9423935","LPh15",
"nm9423346","LPh15",
"nm9426914","LPh15",
"nm9440346","SMf10",
"nm9440347","SMf10",
"nm9440348","SMf10",
"nm9440349","SMf10",
"nm9426425","WH38",
"nm0","WD105",
"nm9439061","RbG10",
"nm9434430","RbG10",
"nm9424721","RbG10",
"nm9428171","JmF10",
"nm9431974","JmF10",
"nm9427219","JmF10",
"nm9424684","JmF10",
"nm9441617","YOz65",
"nm9428031","GBS100",
"nm9430448","GBS100",
"nm9426338","GBS100",
"nm9427960","GBS100",
"nm9426007","GBS100",
"nm9427368","GBS100",
"nm9428506","GBS100",
"nm9425750","GBS100",
"nm9433766","GBS100",
"nm9433767","GBS100",
"nm9433768","GBS100",
"nm9433769","GBS100",
"nm9433770","GBS100",
"nm9433771","GBS100",
"nm0","GAr100",
"nm0","GBS102",
"nm9428111","GBS103",
"nm9427838","GBS103",
"nm0","WD101",
"nm0","WD103",
"nm9430505","WD102",
"nm9428507","WD102",
"nm9424881","WD102",
"nm9431012","PiG50",
"nm9438668","PiG50",
"nm9438669","PiG50",
"nm0","CST20",
"nm9425118","MRy10",
"nm9425838","MRy10",
"nm9425119","MRy10",
"nm9437946","MRy10",
"nm9433813","MRy10",
"nm9427302","MRy19",
"nm9423947","MRy19",
"nm9428707","MRy19",
"nm9436752","MRy19",
"nm9428573","RiL10",
"nm9424310","RiL10",
"nm9427899","RiL10",
"nm9424747","RiL10",
"nm9427625","RiL10",
"nm9426112","RiL10",
"nm9424756","RiL10",
"nm9425317","RiL10",
"nm0","CSe10",
"nm9430190","KV40",
"nm9432265","KV40",
"nm9428807","KV40",
"nm9427788","KV40",
"nm9425609","KV40",
"nm9426952","KV40",
"nm9425939","KV40",
"nm9429549","KV40",
"nm9431039","KV40",
"nm9424577","KV40",
"nm0","WiW2",
"nm0","ADT33",
"nm9441385","WiW1",
"nm9441386","WiW1",
"nm9428245","GMK15",
"nm9425708","GMK15",
"nm9429326","GMK15",
"nm9425952","WiW4",
"nm9425266","WiW4",
"nm9426485","WiW4",
"nm9441387","WiW4",
"nm9431692","WiW4",
"nm9441388","WiW4",
"nm9434055","GMK17",
"nm9434056","GMK17",
"nm9434057","GMK17",
"nm9429964","GMK17",
"nm9429870","GMK10",
"nm9425082","GMK10",
"nm9428171","GMK10",
"nm9423130","KV43",
"nm9436906","KV43",
"nm9425786","KV43",
"nm9424577","KV43",
"nm9426030","KV43",
"nm9429330","KV42",
"nm9429912","KV42",
"nm9426062","KV42",
"nm9429860","KV42",
"nm0","KV41",
"nm9426918","RiL14",
"nm9425949","RiL14",
"nm9424654","RiL14",
"nm9426057","RiL14",
"nm9423783","RiL14",
"nm9425857","RiL15",
"nm9426316","RiL15",
"nm9426907","RiL15",
"nm9432192","CSe15",
"nm9423340","CSe15",
"nm9432193","CSe15",
"nm9431348","CSe15",
"nm9432194","CSe15",
"nm9432195","CSe15",
"nm9432196","CSe15",
"nm9432197","CSe15",
"nm0","IEn310",
"nm0","JaC35",
"nm0","JaC33",
"nm9423283","MgT10",
"nm9427101","MgT10",
"nm0","MFe30",
"nm9425139","WiW9",
"nm9423761","WiW9",
"nm9425818","WiW9",
"nm9426423","WiW9",
"nm9432436","WiW9",
"nm9423276","WiW9",
"nm9431124","WiW9",
"nm9428823","WiW9",
"nm9424517","WiW9",
"nm9436104","WiW9",
"nm0","TAn21",
"nm0","PeB2",
"nm0","ADT26",
"nm9438614","PeB1",
"nm0","TAn20",
"nm9426947","PeB4",
"nm0","RHd2",
"nm0","PeB3",
"nm0","ADT23",
"nm9429348","JuA102",
"nm9423589","JuA102",
"nm9426444","JuA102",
"nm9431547","JuA102",
"nm9423413","JuA102",
"nm9436563","JuA102",
"nm9436564","JuA102",
"nm9423522","KV32",
"nm9424335","KV32",
"nm9428161","JuA101",
"nm9428270","JuA101",
"nm0","KV31",
"nm9429080","JuA104",
"nm9424276","JuA104",
"nm9429080","JuA104",
"nm9423444","JuA104",
"nm9436568","JuA104",
"nm0","KV30",
"nm9426213","JuA103",
"nm9434772","JuA103",
"nm9436565","JuA103",
"nm9426774","JuA103",
"nm9432223","JuA103",
"nm9436566","JuA103",
"nm9436567","JuA103",
"nm9428671","PeB6",
"nm9429865","PeB6",
"nm9429646","PeB6",
"nm9438615","PeB6",
"nm9438616","PeB6",
"nm9424471","PeB6",
"nm9438617","PeB6",
"nm9426904","PeB6",
"nm9431546","JaC28",
"nm9424290","JaC28",
"nm9424757","JaC28",
"nm9435635","JaC28",
"nm9435193","JaC28",
"nm0","KV36",
"nm0","PeB5",
"nm0","PeB8",
"nm9423452","JuA100",
"nm9425303","JuA100",
"nm9423987","FFC1",
"nm9423201","FFC1",
"nm9426947","FFC1",
"nm9429964","FFC1",
"nm9427163","KV34",
"nm9425634","KV34",
"nm9424623","KV34",
"nm9425729","FFC2",
"nm9427855","FFC2",
"nm0","JaC25",
"nm9423311","FFC3",
"nm9424203","FFC3",
"nm9428992","FFC3",
"nm9425187","FFC3",
"nm9429887","FFC3",
"nm9433326","FFC3",
"nm9426455","FFC4",
"nm9423947","FFC4",
"nm9424844","FFC4",
"nm0","JaC23",
"nm9423781","FFC5",
"nm9427848","FFC5",
"nm9423947","FFC5",
"nm9427061","FFC5",
"nm9424103","FFC5",
"nm9428806","FFC5",
"nm9428541","FFC5",
"nm9424092","FFC5",
"nm9424844","FFC5",
"nm9426713","FFC5",
"nm9425772","FFC5",
"nm9428994","FFC5",
"nm9424316","FFC5",
"nm9426303","FFC5",
"nm9424358","FFC5",
"nm9427401","FFC5",
"nm9424333","KV38",
"nm9429000","KV38",
"nm9430179","KV38",
"nm9429503","KV38",
"nm9423535","KV38",
"nm9432127","KV38",
"nm0","ZJu10",
"nm9425592","FFC6",
"nm9424103","FFC6",
"nm9425276","FFC6",
"nm9433327","FFC6",
"nm9429754","FFC6",
"nm9424844","FFC6",
"nm0","LiW1",
"nm9424638","FFC7",
"nm9427848","FFC7",
"nm9424844","FFC7",
"nm9424103","FFC7",
"nm9429095","FFC7",
"nm9433328","FFC7",
"nm9428806","FFC7",
"nm9424724","FFC7",
"nm9428541","FFC7",
"nm9426303","FFC7",
"nm9423947","FFC7",
"nm9433329","FFC7",
"nm9424353","FFC7",
"nm9433330","FFC7",
"nm0","JaC20",
"nm9423781","FFC8",
"nm9424844","FFC8",
"nm9428774","FFC8",
"nm9425139","FFC8",
"nm9425622","FFC8",
"nm9423734","FFC8",
"nm9425089","FFC8",
"nm9425952","FFC8",
"nm9428955","FFC8",
"nm9425133","FFC8",
"nm9429839","FFC8",
"nm9432424","FFC8",
"nm9424042","FFC8",
"nm9424340","FFC8",
"nm9435268","MFe40",
"nm9434734","MFe40",
"nm9437496","MFe40",
"nm9425288","FFC9",
"nm9425139","FFC9",
"nm9426244","FFC9",
"nm9433331","FFC9",
"nm9426298","FFC9",
"nm9428976","FFC9",
"nm0","TAn18",
"nm0","LiW6",
"nm9427093","TAn16",
"nm9429964","TAn16",
"nm9437095","LiW7",
"nm9437096","LiW8",
"nm9437095","LiW8",
"nm9437097","LiW8",
"nm9425346","LiW9",
"nm9427250","LiW9",
"nm9429964","TAn12",
"nm9429964","TAn12",
"nm9429964","TAn12",
"nm0","CLz1",
"nm9424050","PBa4",
"nm9427207","PBa4",
"nm9425639","PBa4",
"nm9424053","PBa4",
"nm9423995","PBa4",
"nm9424353","PBa4",
"nm9428963","PBa4",
"nm9428674","PBa4",
"nm9430144","JlC14",
"nm9427640","JlC14",
"nm9426682","JlC14",
"nm9424050","PBa3",
"nm9428963","PBa3",
"nm9425542","PBa3",
"nm9429863","PBa3",
"nm9424353","PBa3",
"nm0","JlC15",
"nm9428446","PLe12",
"nm9431255","PLe12",
"nm9429990","PBa6",
"nm9429863","PBa6",
"nm9423543","PBa6",
"nm9426939","JlC16",
"nm9436086","JlC16",
"nm9423925","JlC16",
"nm9436087","JlC16",
"nm9429964","JlC16",
"nm9428121","JlC16",
"nm9429964","JlC16",
"nm9438356","NSv10",
"nm9438357","NSv10",
"nm9438358","NSv10",
"nm9423666","PLe10",
"nm9423711","PLe10",
"nm9438743","PLe10",
"nm9438744","PLe10",
"nm9424574","KV62",
"nm9423955","KV62",
"nm9427364","KV62",
"nm9426319","KV62",
"nm9429375","KV62",
"nm9423536","KV62",
"nm9430085","KV62",
"nm9425082","JlC10",
"nm9431757","JlC10",
"nm9432463","JlC10",
"nm9431272","JlC10",
"nm9431241","JlC10",
"nm0","PLe17",
"nm9424760","KV61",
"nm9424399","KV61",
"nm9429348","KV61",
"nm9423987","KV61",
"nm9425109","KV61",
"nm9436910","KV61",
"nm9423717","KV61",
"nm9424398","KV61",
"nm9432463","JlC11",
"nm9430771","JlC11",
"nm9426706","JlC11",
"nm9426951","JlC11",
"nm9424557","JlC11",
"nm9428743","JlC11",
"nm9431528","PLe16",
"nm9438745","PLe16",
"nm9436151","PLe16",
"nm9438746","PLe16",
"nm9429964","PLe16",
"nm9426216","KV60",
"nm9425857","KV60",
"nm9426961","KV60",
"nm9426068","KV60",
"nm0","PLe15",
"nm9438564","PBa1",
"nm9426767","PBa1",
"nm9438565","PBa1",
"nm9438566","PBa1",
"nm9425088","HeK10",
"nm9434664","HeK10",
"nm9425118","KV64",
"nm9425836","KV64",
"nm9425048","KV64",
"nm9426795","KV64",
"nm9425942","KV64",
"nm9425300","KV64",
"nm9424899","KV64",
"nm0","AWw5",
"nm9424708","PBa8",
"nm9426298","PBa8",
"nm9426047","PBa8",
"nm9426719","PBa8",
"nm9428829","PBa8",
"nm9428476","PBa8",
"nm9429107","PBa8",
"nm9423807","JlC18",
"nm9427428","JlC18",
"nm9430771","JlC18",
"nm9426012","JlC18",
"nm9423925","JlC18",
"nm9432463","JlC18",
"nm9424912","JlC18",
"nm9429288","AWw3",
"nm9430940","AWw3",
"nm9430941","AWw3",
"nm9429964","AWw3",
"nm9429964","AWw3",
"nm9429964","AWw3",
"nm9429137","PWe10",
"nm9428783","PWe10",
"nm0","JS36",
"nm9432147","PBa9",
"nm9429863","PBa9",
"nm9428747","PBa9",
"nm9423544","PBa9",
"nm9428764","PBa9",
"nm9438567","PBa9",
"nm9423729","EBy22",
"nm9423314","EBy22",
"nm9423779","EBy22",
"nm9430831","EBy22",
"nm9427682","EBy22",
"nm9427315","EBy22",
"nm9427343","EBy22",
"nm9424954","EBy22",
"nm9425672","EBy22",
"nm9424347","EBy22",
"nm9428145","PSc1",
"nm9426315","PSc1",
"nm9426478","PSc1",
"nm9428898","PSc1",
"nm9423525","PSc1",
"nm9424407","MFe10",
"nm9429117","MFe10",
"nm9429075","Z5410",
"nm9424446","EBy20",
"nm9427364","EBy20",
"nm9425292","EBy20",
"nm9423643","EBy20",
"nm9432849","EBy20",
"nm9425852","EBy20",
"nm9427348","EBy20",
"nm9432850","EBy20",
"nm9427171","EBy20",
"nm0","JSm10",
"nm9429605","SLJ7",
"nm9440322","SLJ7",
"nm9440323","SLJ7",
"nm9423476","SLJ7",
"nm9432328","SLJ7",
"nm9425622","SLJ7",
"nm9440324","SLJ7",
"nm9440325","SLJ7",
"nm9429848","SLJ8",
"nm9440326","SLJ8",
"nm9432328","SLJ8",
"nm9440318","SLJ8",
"nm9428523","SLJ8",
"nm9428911","SLJ5",
"nm9436187","SLJ5",
"nm9426115","SLJ5",
"nm9427199","SLJ5",
"nm9432463","SLJ5",
"nm9428173","SLJ5",
"nm9424563","SLJ5",
"nm9424600","SLJ5",
"nm9437969","SLJ5",
"nm9440318","SLJ5",
"nm9429964","SLJ5",
"nm9429964","SLJ5",
"nm9429964","SLJ5",
"nm9429964","SLJ5",
"nm9429964","SLJ5",
"nm9428911","SLJ6",
"nm9438026","PLe21",
"nm9423340","PLe21",
"nm9440318","SLJ3",
"nm9430146","SLJ3",
"nm9432813","SLJ3",
"nm9424563","SLJ3",
"nm9424600","SLJ3",
"nm9436014","SLJ3",
"nm9430129","SLJ3",
"nm9426664","SLJ3",
"nm9432463","SLJ3",
"nm9436004","SLJ3",
"nm9432689","SLJ3",
"nm9435277","SLJ3",
"nm9439552","SLJ3",
"nm9424731","KV50",
"nm9428344","KV50",
"nm9428161","KV50",
"nm9423089","KV50",
"nm9427221","KV50",
"nm9428911","SLJ4",
"nm9429605","SLJ4",
"nm9440320","SLJ4",
"nm9431417","SLJ4",
"nm9440321","SLJ4",
"nm9426650","SLJ4",
"nm9437915","SLJ1",
"nm9440318","SLJ1",
"nm9440319","SLJ1",
"nm9429964","SLJ1",
"nm9426664","SLJ1",
"nm9426650","SLJ1",
"nm9426664","SLJ2",
"nm9424830","KV55",
"nm9423759","KV55",
"nm9424234","KV55",
"nm9425217","KV55",
"nm9427921","KV55",
"nm9425788","KV54",
"nm9436907","KV54",
"nm9426331","KV54",
"nm9428838","KV54",
"nm9423752","KV54",
"nm9426494","KV54",
"nm9423263","KV54",
"nm9432314","KV54",
"nm9436908","KV54",
"nm9432913","KV59",
"nm9431585","KV59",
"nm9423802","KV59",
"nm9429625","KV59",
"nm9428469","KV59",
"nm9424778","KV59",
"nm9436909","KV59",
"nm9424333","KV58",
"nm9427596","KV58",
"nm9427086","KV58",
"nm9428897","KV58",
"nm9424764","KV58",
"nm9426030","KV58",
"nm9424273","KV58",
"nm9435861","KV58",
"nm9424386","KV58",
"nm9426216","KV56",
"nm9424378","KV56",
"nm9427948","KV56",
"nm9423460","KV56",
"nm9425381","KV56",
"nm9426065","KV56",
"nm9427036","KV56",
"nm9423626","KV56",
"nm9426829","KV56",
"nm9429226","KV56",
"nm9424008","KV56",
"nm9426494","KV56",
"nm9423651","KV56",
"nm9439863","RtL10",
"nm9429302","MFe25",
"nm0","PWe15",
"nm0","MFe20",
"nm0","ToA10",
"nm0","JaC40",
"nm9425582","EBy10",
"nm9424594","EBy10",
"nm9432640","EBy10",
"nm9432844","EBy10",
"nm9432845","EBy10",
"nm9425376","EBy10",
"nm9429223","EBy10",
"nm9424051","EBy10",
"nm9432846","EBy10",
"nm9432847","EBy10",
"nm9432848","EBy10",
"nm9429075","Z5420",
"nm0","ClL21",
"nm9430652","PeG6",
"nm9426794","PeG6",
"nm9427471","PeG6",
"nm9429175","PeG6",
"nm9427506","PeG6",
"nm0","ClL22",
"nm0","ClL20",
"nm9427855","PeG3",
"nm9425738","PeG3",
"nm9427274","PeG3",
"nm9427197","PeG3",
"nm9427452","PeG3",
"nm9423322","PeG3",
"nm9431559","PeG3",
"nm9427918","PeG3",
"nm9425927","PeG3",
"nm9425423","PeG3",
"nm9423540","ClL25",
"nm9432105","ClL25",
"nm9429964","ClL25",
"nm9429964","ClL25",
"nm0","RSn10",
"nm0","ClL23",
"nm0","PeG4",
"nm9424762","ADv22",
"nm9427875","ADv22",
"nm9430165","ADv22",
"nm9430166","ADv22",
"nm9424172","ADv22",
"nm9424456","MOp30",
"nm0","YRa10",
"nm0","WaG10",
"nm9423919","DLZ10",
"nm9431272","DLZ10",
"nm9432552","DLZ10",
"nm9432553","DLZ10",
"nm9432554","DLZ10",
"nm9432555","DLZ10",
"nm0","Z4101",
"nm9429965","Z4102",
"nm0","Z4103",
"nm0","RZL5",
"nm9425988","Z4104",
"nm9433176","ETG3",
"nm9429075","Z5430",
"nm9428123","NiC10",
"nm9425564","NiC10",
"nm9427759","NiC10",
"nm9429045","NiC10",
"nm0","ClL10",
"nm9427693","ADv12",
"nm9429965","PeL10",
"nm9429965","PeL10",
"nm9429965","PeL10",
"nm9429965","PeL10",
"nm9438622","PeL10",
"nm9429965","PeL10",
"nm9429965","PeL10",
"nm0","ClL11",
"nm9426224","ADv14",
"nm9430164","ADv15",
"nm9426224","ADv15",
"nm0","ClL14",
"nm9423875","JS42",
"nm9436475","JS42",
"nm9425965","JS42",
"nm9428459","JS42",
"nm0","ClL15",
"nm0","ClL12",
"nm9430164","ADv10",
"nm0","ClL13",
"nm0","ClL18",
"nm0","ClL19",
"nm0","ClL16",
"nm0","ClL17",
"nm9424038","MOp22",
"nm9437833","MOp22",
"nm9429541","MOp22",
"nm9429411","MOp22",
"nm9429675","MOp22",
"nm9437834","MOp22",
"nm9426480","ADv17",
"nm9427428","ADv17",
"nm9424537","MOp20",
"nm9437827","MOp20",
"nm9428847","MOp20",
"nm9437830","MOp20",
"nm9425251","MOp20",
"nm9423759","MOp21",
"nm9424532","MOp21",
"nm9430020","MOp21",
"nm9437831","MOp21",
"nm9437832","MOp21",
"nm9425969","RHn10",
"nm9430299","OPa1",
"nm9423778","OPa1",
"nm9426119","OPa1",
"nm9430548","OPa1",
"nm9433710","OPa1",
"nm9438443","OPa1",
"nm9438444","OPa1",
"nm9438445","OPa1",
"nm9427190","IML101",
"nm9428688","IML101",
"nm9424930","IML101",
"nm9435336","IML101",
"nm9435337","IML101",
"nm9429075","Z5440",
"nm9427247","IML102",
"nm9429231","IML102",
"nm9429964","IML102",
"nm9429964","IML102",
"nm9435105","IDx10",
"nm9435106","IDx10",
"nm9428290","IDx10",
"nm9435107","IDx10",
"nm9426358","IML100",
"nm9432139","IML100",
"nm9426500","IML100",
"nm0","EGU84",
"nm9426530","ADT12",
"nm9430161","ADT12",
"nm9425159","ADT12",
"nm9428515","ADT12",
"nm9424419","ADT12",
"nm9430162","ADT12",
"nm9423808","ADT12",
"nm9427573","HoH12",
"nm9425170","HoH12",
"nm9424550","HoH12",
"nm9434857","HoH12",
"nm9429126","HoH12",
"nm9432269","HoH12",
"nm9423694","HoH12",
"nm9424164","HoH10",
"nm9424246","HoH10",
"nm9434856","HoH10",
"nm9427960","HoH10",
"nm0","HKo7",
"nm9426668","HLu10",
"nm9434779","HKo6",
"nm9425528","HKo6",
"nm0","GHl8",
"nm0","MOp11",
"nm9425528","HKo9",
"nm9428128","ADT18",
"nm9426838","ADT18",
"nm9426429","ADT18",
"nm9430163","ADT18",
"nm9426204","ADT18",
"nm9427472","GHl7",
"nm9423522","GHl7",
"nm9427410","GHl7",
"nm9429082","GHl7",
"nm9426075","GHl7",
"nm9431721","GHl7",
"nm9433955","GHl7",
"nm9424505","GHl7",
"nm9437823","MOp12",
"nm9429964","MOp12",
"nm9429964","MOp12",
"nm9423522","GHl9",
"nm9429082","GHl9",
"nm9425252","GHl9",
"nm9431720","GHl9",
"nm9425684","GHl9",
"nm9426054","GHl9",
"nm9423535","GHl9",
"nm9427319","GHl9",
"nm9428554","MOp15",
"nm9423528","MOp15",
"nm9427077","MOp15",
"nm9423697","MOp15",
"nm9425122","MOp16",
"nm9437825","MOp16",
"nm9430178","MOp16",
"nm9428886","MOp16",
"nm9437826","MOp16",
"nm9424974","MOp14",
"nm9427403","MOp14",
"nm9437824","MOp14",
"nm9424509","MOp14",
"nm9424339","MOp14",
"nm9423874","MOp14",
"nm9429541","MOp19",
"nm9428825","MOp19",
"nm9428283","MOp19",
"nm9428847","MOp19",
"nm9437827","MOp19",
"nm9424532","MOp19",
"nm9437828","MOp19",
"nm9437829","MOp19",
"nm9423442","MOp19",
"nm9427362","MOp19",
"nm9428005","MOp19",
"nm9427077","MOp18",
"nm9423565","MOp18",
"nm0","Ftu23",
"nm9429075","Z5450",
"nm0","Ftu25",
"nm9430676","IrK25",
"nm9423175","IrK25",
"nm9427687","IrK25",
"nm9435476","IrK25",
"nm9435477","IrK25",
"nm9435478","IrK25",
"nm9435479","IrK25",
"nm9423484","IrK25",
"nm9428002","SKo1",
"nm9423806","SKo1",
"nm9423807","SKo1",
"nm9440272","SKo1",
"nm9440273","SKo1",
"nm9428159","SKo2",
"nm9423947","SKo2",
"nm9428551","SKo2",
"nm9427875","SKo2",
"nm9430350","IrK27",
"nm0","EGU70",
"nm9432825","EBe5",
"nm9432826","EBe5",
"nm9432827","EBe5",
"nm9427727","EBe5",
"nm9428555","EBe5",
"nm9429167","EBe5",
"nm9432828","EBe5",
"nm9423684","EBe5",
"nm9424556","EBe7",
"nm9432829","EBe7",
"nm9432830","EBe7",
"nm9432831","EBe7",
"nm9429408","EBe7",
"nm0","IEn300",
"nm0","JAT3",
"nm9433491","FRa10",
"nm9433492","FRa10",
"nm9433493","FRa10",
"nm9433494","FRa10",
"nm9424816","IrK10",
"nm9426224","IrK10",
"nm9424767","IrK10",
"nm9425111","IrK10",
"nm9435475","IrK10",
"nm9425641","IrK14",
"nm9425133","IrK14",
"nm9425090","IrK14",
"nm9431160","IrK14",
"nm9424511","IrK14",
"nm9428140","IrK14",
"nm9427122","IrK14",
"nm9423383","IrK14",
"nm9423892","IrK14",
"nm9427847","IrK14",
"nm9425571","IrK14",
"nm9429075","Z5460",
"nm9424302","IrK15",
"nm9423780","IrK15",
"nm9429520","IrK15",
"nm9424054","IrK15",
"nm9427185","IrK15",
"nm9423470","IrK15",
"nm9427116","IrK15",
"nm9440516","StF13",
"nm0","AEy11",
"nm9430592","Z9030",
"nm9431789","Z9030",
"nm9436487","Z9030",
"nm9441721","Z9030",
"nm9441722","Z9030",
"nm9441723","Z9030",
"nm9441724","Z9030",
"nm9425908","StF12",
"nm9424553","StF12",
"nm9431085","StF12",
"nm9431285","StF12",
"nm9440509","StF12",
"nm9434078","StF12",
"nm9440510","StF12",
"nm9440511","StF12",
"nm9430679","StF12",
"nm9434582","StF12",
"nm9440512","StF12",
"nm9429964","StF12",
"nm9440513","StF12",
"nm9440514","StF12",
"nm9440515","StF12",
"nm0","AEy10",
"nm0","AEy13",
"nm9426063","StF10",
"nm9431921","StF10",
"nm9423556","StF10",
"nm9425891","StF10",
"nm9440507","StF10",
"nm9430679","StF10",
"nm9429565","StF10",
"nm9426213","StF10",
"nm9440508","StF10",
"nm9423439","StF10",
"nm9430242","AEy12",
"nm9430241","AEy12",
"nm9430243","AEy12",
"nm9437362","MMj10",
"nm9429964","MMj10",
"nm9437363","MMj10",
"nm9430250","AEy18",
"nm9430251","AEy18",
"nm9425968","AEy18",
"nm9430241","AEy18",
"nm9440516","StF17",
"nm9440518","StF17",
"nm9429964","StF17",
"nm9429964","StF17",
"nm9426643","JEu15",
"nm9424671","ICd10",
"nm9424426","ICd10",
"nm9426124","ICd10",
"nm9429887","ICd10",
"nm9423654","ICd10",
"nm9430244","AEy14",
"nm9430245","AEy14",
"nm9430246","AEy14",
"nm9430240","AEy14",
"nm9440517","StF14",
"nm9440516","StF14",
"nm9429964","StF14",
"nm9425931","AEy16",
"nm9430244","AEy16",
"nm9430247","AEy16",
"nm9430248","AEy16",
"nm9430249","AEy16",
"nm9428074","AEy16",
"nm9430241","AEy16",
"nm9425708","AsL10",
"nm9426140","AsL10",
"nm9429376","AsL10",
"nm9429481","AsL10",
"nm9424051","AsL10",
"nm9427268","AsL10",
"nm9426565","GTr10",
"nm9428184","GTr10",
"nm9426641","GTr10",
"nm9428340","GTr12",
"nm9423142","GTr12",
"nm9425784","GTr12",
"nm9425852","GTr12",
"nm9429250","GTr12",
"nm9427524","GTr12",
"nm9426317","GTr12",
"nm9424034","GTr12",
"nm9434297","GTr12",
"nm9434298","GTr12",
"nm9432515","GTr12",
"nm9440228","ShT10",
"nm9429964","ShT10",
"nm9429964","ShT10",
"nm9427693","JFg20",
"nm9429664","JFg20",
"nm9424638","StF23",
"nm9440524","StF23",
"nm9438838","VeZ10",
"nm9426377","VeZ10",
"nm9429250","VeZ10",
"nm9427929","VeZ10",
"nm9440996","VeZ10",
"nm9440997","VeZ10",
"nm9433475","Z9040",
"nm9431921","StF20",
"nm9440519","StF20",
"nm9430144","StF20",
"nm9440520","StF20",
"nm9440521","StF20",
"nm9440522","StF20",
"nm9438231","StF20",
"nm9440523","StF20",
"nm9435805","StF20",
"nm9431285","StF20",
"nm0","PvL5",
"nm0","YMa1",
"nm9438898","PvL1",
"nm9438899","PvL1",
"nm9431388","DeA10",
"nm9432393","DeA10",
"nm9429964","DeA10",
"nm9426338","HKr10",
"nm9434801","HKr10",
"nm9429964","HKr10",
"nm9427036","HLS10",
"nm9424889","HLS10",
"nm9434823","HLS10",
"nm9428636","HLS10",
"nm9434824","HLS10",
"nm0","GvS01",
"nm9424859","JFg10",
"nm9424494","JFg10",
"nm9425560","JFg10",
"nm9424699","JFg10",
"nm9432456","SiW12",
"nm9429964","SiW12",
"nm9440254","SiW12",
"nm9433565","SiW13",
"nm9429773","SiW13",
"nm9433533","SiW13",
"nm9424891","SiW13",
"nm9440255","SiW13",
"nm9435805","SiW13",
"nm9440256","SiW13",
"nm9440255","SiW13",
"nm9440257","SiW13",
"nm9432928","EGU40",
"nm9423127","EGU40",
"nm9432929","EGU40",
"nm9425095","EGU40",
"nm9428122","Z9050",
"nm9425911","SiW10",
"nm9431821","SiW10",
"nm9434500","SiW10",
"nm9431103","INS10",
"nm9435425","INS10",
"nm9435426","INS10",
"nm9435427","INS10",
"nm9435428","INS10",
"nm9435429","INS10",
"nm9435430","INS10",
"nm9436351","JPd10",
"nm9429964","HKa12",
"nm9432456","SiW14",
"nm9429964","SiW14",
"nm9429964","SiW14",
"nm9440254","SiW14",
"nm9433958","GHo10",
"nm9425305","GHo10",
