id,name,birthYear
"nm9436939","Jonathan Kasdan","NULL",
"nm9439934","John Miljean","NULL",
"nm9431263","Judith Godreche","NULL",
"nm9432626","Paul McDowell","NULL",
"nm9431821","Cuba Gooding~jr.","NULL",
"nm9435072","Craig Healy","NULL",
"nm9432292","Whoppi Goldberg","NULL",
"nm9423386","Tom Baker","1935",
"nm9425645","Linda Hamilton","NULL",
"nm9429982","Lili Taylor","NULL",
"nm9441290","Nicholas Worth","NULL",
"nm9423244","Morris Ankrum","1896",
"nm9433909","John McGinley","NULL",
"nm9424250","Rosalie Cole","NULL",
"nm9425876","Norman Hill","NULL",
"nm9441232","Wu Ming Yu","NULL",
"nm9425823","Lance Henriksen","NULL",
"nm9423880","Michael Bryant","1928",
"nm9428516","Heinz Ruhmann","1902",
"nm9437998","Harry Gribbon","NULL",
"nm9440635","Wendell Pierce","NULL",
"nm9423969","Phyllis Calvert","1915",
"nm9427968","Stacey Peralta","NULL",
"nm9433277","Ethel Smith","NULL",
"nm9429534","Ken Wahl","1956",
"nm9438305","Tony Quinn","NULL",
"nm9439048","David Kirk","NULL",
"nm9426145","Rick Jason","1929",
"nm9433432","Leonard Lyons","NULL",
"nm9439525","Dion Anderson","NULL",
"nm9439865","Walter Brandi","NULL",
"nm9440256","Smantha Eggar","NULL",
"nm9436084","Randall (Tex) Cobb","NULL",
"nm9428634","Natalie Schafer","1912",
"nm9424290","Betty Compson","1896",
"nm9427299","Guy Middleton","1906",
"nm9437858","Annaliese Rothenberger","NULL",
"nm9433291","Franco Fabbrizi","NULL",
"nm9433060","Macdonald Carey","NULL",
"nm9425142","Constance Forslund","NULL",
"nm9427418","Constance Moore","1919",
"nm9435070","Joan Whalley","NULL",
"nm9438711","Virginia North","NULL",
"nm9430714","Jean Lanier","NULL",
"nm9427319","John Miljan","1893",
"nm9430479","Holmes Hernert","NULL",
"nm9440231","Bob Mathias","NULL",
"nm9440561","Tont Shalboub","NULL",
"nm9440755","E. Felton","NULL",
"nm9433183","Nino Manfredi","NULL",
"nm9433028","Cynthia Rhodes","NULL",
"nm9425929","Sterling Holloway","1905",
"nm9438989","Theresa Wright","NULL",
"nm9436052","Kelly McGillis","NULL",
"nm9429556","Bill Wallace","NULL",
"nm9429651","Ben Webster","1864",
"nm9424038","Martine Carol","1922",
"nm9427772","Paul Olivier","NULL",
"nm9432186","Dean Cochran","NULL",
"nm9437821","Luise Ullrich","NULL",
"nm9430113","Fox Harris","NULL",
"nm9437067","Maxime Desjardins","NULL",
"nm9437483","Mark Halsun","NULL",
"nm9440870","Michael Dean Jacobs","NULL",
"nm9438922","Noah Emmerich","NULL",
"nm9440287","Don Billett","NULL",
"nm9438478","Tracy Morgan","NULL",
"nm9424406","Broderick Crawford","1910",
"nm9423967","Cab Calloway","1907",
"nm9424187","Augusta Ciolli","NULL",
"nm9432470","Larry linville","NULL",
"nm9436179","Joe Lee","NULL",
"nm9439458","Kim Greist","NULL",
"nm9429923","George Zacco","NULL",
"nm9424688","Bobby DiCicco","NULL",
"nm9431989","Christopher Dark","NULL",
"nm9434140","Joseph Masgold","NULL",
"nm9427494","Helen Morse","NULL",
"nm9427376","Chris Mitchum","NULL",
"nm9429150","Inga Swenson","1932",
"nm9438303","Paul Farrell","NULL",
"nm9440928","Camryn Mannheim","NULL",
"nm9433727","Donahue McBride","NULL",
"nm9424466","Jamie Lee Curtis","1958",
"nm9427208","Victor McLaglen","1883",
"nm9441063","Lucile leason","NULL",
"nm9423314","Patty Duke Astin","1946",
"nm9439033","Hattie mcDaniel","NULL",
"nm9439046","Alan Arbus","NULL",
"nm9436253","Kath Soucie","NULL",
"nm9425380","Dorothy Gish","1898",
"nm9429894","Celeste Yarnall","NULL",
"nm9430743","Robert Bray","NULL",
"nm9438540","Veronica Forque","NULL",
"nm9440352","Isabel Glasser","NULL",
"nm9431243","Marie Bonnevie","NULL",
"nm9440021","Joseph Swickard","NULL",
"nm9432789","Walter Genewin","NULL",
"nm9429364","Francois Truffaut","1932",
"nm9440670","Frances Tomelty","NULL",
"nm9425126","Bryan Forbes","1926",
"nm9427139","Lon McCallister","1923",
"nm9425207","Lynn Frederick","NULL",
"nm9425620","Jack Haley","1899",
"nm9427346","Juliet Mills","1941",
"nm9437018","Dean Miller","NULL",
"nm9436863","Woody Brown","NULL",
"nm9428676","David Scott","NULL",
"nm9428489","Katharine Ross","1942",
"nm9434693","Abner Bieberman","NULL",
"nm9429121","Tom Sullivan","NULL",
"nm9434963","Jonathan Avildson","NULL",
"nm9425357","Billy Gilbert","1893",
"nm9435702","Edouard Dermithe","NULL",
"nm9435692","Jenny Handley","NULL",
"nm9437105","Rosalyn Lander","NULL",
"nm9439640","Carlos Riquelme","NULL",
"nm9424313","John Considine","NULL",
"nm9427380","Tom Mix","1880",
"nm9426722","Jerry Lee Lewis","NULL",
"nm9433009","John Roche","NULL",
"nm9437887","Goeoge Voskovec","NULL",
"nm9433419","Flora Sheffield","NULL",
"nm9433032","Elaine Edwards","NULL",
"nm9433489","Leonardo Cimino","NULL",
"nm9430625","Sihing Lung","NULL",
"nm9427203","Virginia McKenna","1931",
"nm9437228","Cora Drew","NULL",
"nm9424850","Valentine Dyall","1908",
"nm9432439","Stephanie Lawrence","NULL",
"nm9440704","Chris Leavins","NULL",
"nm9439565","Michael Fox","NULL",
"nm9436720","Ouassini Embarek","NULL",
"nm9426179","Arthur Johnson","1876",
"nm9432750","Joanne WhalleyKilmer","NULL",
"nm9434521","Kenneth Thomson","NULL",
"nm9434717","B.S. Pully","NULL",
"nm9435011","Mathew Stewardson","NULL",
"nm9433829","Joan Weldon","NULL",
"nm9427635","Anthony Newlands","1926",
"nm9435556","Marianne Mullerleile","NULL",
"nm9432743","Gil Bellows","NULL",
"nm9436266","Oscor Homolka","NULL",
"nm9434098","Billy Barty","NULL",
"nm9430398","Peter","NULL",
"nm9433095","Elke Sommers","NULL",
"nm9430000","Thais Galizky","NULL",
"nm9437357","Martina Gedeck","NULL",
"nm9423588","William Berger","NULL",
"nm9429690","David Weston","1938",
"nm9438670","John Teague","NULL",
"nm9427469","Gaby Morlay","1897",
"nm9441348","Marcelino Sanchez","NULL",
"nm9431590","Tuesday Knight","NULL",
"nm9433362","Paul lePerson","NULL",
"nm9435789","Beth Grant","NULL",
"nm9437893","Timothy Blake","NULL",
"nm9438005","Armando Boffilde Pirovano","NULL",
"nm9430316","Nestor Almendros","NULL",
"nm9430764","Bob","NULL",
"nm9431927","Francesca FarmerEastwood","NULL",
"nm9434014","Margot Misch","NULL",
"nm9433480","Paul Sobel","NULL",
"nm9424018","Leo Carillo","NULL",
"nm9428998","Albert Steinruck","NULL",
"nm9430365","Elina Salo","NULL",
"nm9427452","Rita Moreno","1931",
"nm9424426","Cathy Lee Crosby","NULL",
"nm9424745","Angela Dorian","NULL",
"nm9428655","Romy Schneider","1938",
"nm9426947","Patrick Magee","1924",
"nm9426690","Paul LeMat","1952",
"nm9434223","Robert Kasner","NULL",
"nm9438547","Francesca Neri","NULL",
"nm9440687","John Reilly","NULL",
"nm9438886","Dina Menell","NULL",
"nm9437438","Sean Astin","NULL",
"nm9429124","Donna Summer","NULL",
"nm9426466","Leopoldine Konstatin","NULL",
"nm9439639","Howard George","NULL",
"nm9427918","Lee Patrick","1906",
"nm9428220","Michael Rappaport","NULL",
"nm9423583","William Bergen","NULL",
"nm9426570","Mike Lane","NULL",
"nm9427831","Carre Otis","1969",
"nm9425975","Donald Houston","1923",
"nm9438270","Larry Perron","NULL",
"nm9433366","Gerard Desurthe","NULL",
"nm9425811","David Hemmings","1941",
"nm9426961","Karl Malden","1913",
"nm9431937","Marian Spencer","NULL",
"nm9435776","Dimitris Papamichael","NULL",
"nm9423425","Norah Baring","1907",
"nm9425781","Peter Lind Hayes","NULL",
"nm9426072","Lauren Hutton","1943",
"nm9428068","Jean Poiret","NULL",
"nm9440567","Jeffrey Coombs","NULL",
"nm9424552","Clifton Davis","NULL",
"nm9423105","Brooke Adams","1949",
"nm9436173","Benjamin Smoke","NULL",
"nm9435528","Norma Donaldson","NULL",
"nm9438685","Marylin Monroe","NULL",
"nm9431601","Kathryn x","NULL",
"nm9424837","Paul Dupuis","1916",
"nm9428240","Cyril Raymond","1897",
"nm9437379","Diana Coupland","NULL",
"nm9438780","Joe Dallesandro","NULL",
"nm9440469","Nigel Hawthorn","NULL",
"nm9438414","Debby Reynolds","NULL",
"nm9437117","Zamba","NULL",
"nm9430085","Richard Gaines","NULL",
"nm9441704","Virginia Kisen","NULL",
"nm9430747","Arlene McQuade","NULL",
"nm9429723","The Who","NULL",
"nm9438738","Don Phillip xx","NULL",
"nm9424974","Douglas Fairbanks~jr.","1909",
"nm9439364","Josh Lucas","NULL",
"nm9423973","Rod Cameron","1910",
"nm9428693","Vito Scotti","NULL",
"nm9440623","Inez Newell","NULL",
"nm9423157","Jane Alexander","1939",
"nm9426107","Wolfman Jack","NULL",
"nm9424819","Carmen Duncan","NULL",
"nm9432914","William Lundigan","NULL",
"nm9425643","George Hamilton","1939",
"nm9429206","Vaughn Taylor","NULL",
"nm9436488","Brent Carver","NULL",
"nm9429773","Treat Williams","1952",
"nm9423780","Klaus Maria Brandauer","1944",
"nm9435039","Clift Robertson","NULL",
"nm9431597","Hassan Guerera","NULL",
"nm9427089","Peter Masterson","NULL",
"nm9425606","Kenneth Haigh","1929",
"nm9437326","Tracy Fraim","NULL",
"nm9438375","Jackie Butch Jenkins","NULL",
"nm9426905","Ali MacGraw","1938",
"nm9438095","Angela Clark","NULL",
"nm9437012","Adele Jergens","NULL",
"nm9440215","Hu Yajie","NULL",
"nm9430567","Aleksandra Slaska","NULL",
"nm9427213","Catherine McLeod","1924",
"nm9436172","Ernesto LaGuardia","NULL",
"nm9432303","Marcelline Day","NULL",
"nm9438368","Amos'n Andy","NULL",
"nm9435393","MajBritt Nilsson","NULL",
"nm9440499","Susie Porter","NULL",
"nm9432986","Hedwig Pauly","NULL",
"nm9438892","Tonny Huurdeman","NULL",
"nm9435329","Steven Beard","NULL",
"nm9440669","Paget Brewster","NULL",
"nm9435980","Volker Prechtel","NULL",
"nm9436364","Isabel Corey","NULL",
"nm9426114","Michael Jackson","NULL",
"nm9435010","Dennis Casey Park","NULL",
"nm9425897","Alfred Hitchcock","1899",
"nm9439334","Marion Ross","NULL",
"nm9423256","Scott Antony","1950",
"nm9435212","Zorro David","NULL",
"nm9429606","Mavis Washington","NULL",
"nm9432615","Michael Baldwin","NULL",
"nm9425775","Helen Haye","1874",
"nm9437095","Lina Polito","NULL",
"nm9440960","Marcie McGuire","NULL",
"nm9424970","Fabio","1961",
"nm9433914","Ken Lynch","NULL",
"nm9441062","Joan Carroll","NULL",
"nm9440867","David Dunn","NULL",
"nm9435805","Catherine ZetaJones","NULL",
"nm9426871","Art Lund","1915",
"nm9434502","Miriam Flynn","NULL",
"nm9429824","Joseph Wiseman","1919",
"nm9424557","Judy Davis","1956",
"nm9437977","Jessie Keosian","NULL",
"nm9428965","Terence Stamp","1940",
"nm9440105","Stephen Moore","NULL",
"nm9437947","Jenny Morrison","NULL",
"nm9441512","Oliva deHavilland","NULL",
"nm9430254","Regina Torre","NULL",
"nm9424078","Anthony Caruso","1913",
"nm9426740","Elmo Lincoln","1889",
"nm9436971","Silvia Pal","NULL",
"nm9441632","Akira Emoto","NULL",
"nm9432576","Lisa Eichman","NULL",
"nm9439039","James Whitney","NULL",
"nm9424616","Marguerite DeLaMotte","1903",
"nm9438422","Ricard Haydn","NULL",
"nm9427264","Beryl Mercer","1882",
"nm9424801","Julia Duffy","1951",
"nm9424981","Peter Falk","1927",
"nm9441598","Isao Kimora","NULL",
"nm9441104","Ralph Hoppe","NULL",
"nm9434111","Ray Winstone","NULL",
"nm9424983","Dennis Lee Falt","NULL",
"nm9424577","Laraine Day","1917",
"nm9423437","Charlie Barnett","NULL",
"nm9427991","Stewart Petersen","NULL",
"nm9430027","Garry K. Marshall","NULL",
"nm9430461","Juana Hernadez","NULL",
"nm9425260","Peter Gallagher","NULL",
"nm9436507","Andrej Chalimon","NULL",
"nm9435073","Lina Fiorentino","NULL",
"nm9437984","MaryBeth Hurt","NULL",
"nm9432043","John Vargas","NULL",
"nm9427398","Ricardo Montalban","1920",
"nm9431995","Zhang Fengyi","NULL",
"nm9426658","Cinque Lee","NULL",
"nm9426490","Kris Kristofferson","1936",
"nm9430224","Ellen drew","NULL",
"nm9426965","Tania Mallett","NULL",
"nm9440015","Gerald Hammer","NULL",
"nm9423581","Candice Bergen","1946",
"nm9429997","Frederico Luppi","NULL",
"nm9436524","Lucien Fr\'egis","NULL",
"nm9441243","Harold Perrineau~jr.","NULL",
"nm9434332","Robin Wiiliams","NULL",
"nm9437181","Lydia de Roberti","NULL",
"nm9428621","Dany Saval","1940",
"nm9435585","Aneta Corseaut","NULL",
"nm9435848","Peter Dobson","NULL",
"nm9429839","Cyndi Wood","NULL",
"nm9441004","Enzo Staiola","NULL",
"nm9427778","Nancy Olson","1928",
"nm9431712","Carl Lumbly","NULL",
"nm9433452","Housely Stevenson~sr.","NULL",
"nm9438033","Anne Lonnberg","NULL",
"nm9430529","Ombretta Colli","NULL",
"nm9433929","Mackenzie Philips","NULL",
"nm9435090","Dahlia Smith","NULL",
"nm9437598","60","NULL",
"nm9425708","Richard Harris","1932",
"nm9431750","Gloria deHavilland","NULL",
"nm9425610","Alan Hale~jr.","1918",
"nm9429274","Ingrid Thulin","1929",
"nm9427960","Nat Pendleton","1895",
"nm9433564","Elena Stickler","NULL",
"nm9429373","Sophie Tucker","1884",
"nm9433474","Kathryn Erbe","NULL",
"nm9423552","Billy Benedict","1906",
"nm9434759","Matt Salinger","NULL",
"nm9439561","William Marshall","NULL",
"nm9430229","Will Rogers jr.","NULL",
"nm9426286","William Katt","1955",
"nm9435933","Sydney Arnold","NULL",
"nm9426991","Jean Marais","1913",
"nm9440039","Iris Meredith","NULL",
"nm9424877","Barbara Eden","1934",
"nm9435765","Marie Sabouret","NULL",
"nm9430907","Billy Wilder","NULL",
"nm9433954","Stanley Anderson","NULL",
"nm9434939","Vicky Lane","NULL",
"nm9433947","Shirley Bassey","NULL",
"nm9426159","Jackie \'Butch' Jenkins","1937",
"nm9440860","Venice Kong","NULL",
"nm9433149","Benedicte Loyen","NULL",
"nm9438392","Elena Shakova","NULL",
"nm9425188","Jacques Francois","NULL",
"nm9436339","Aerik Egan","NULL",
"nm9439101","Tom McFadden","NULL",
"nm9433589","Eric Fleming","NULL",
"nm9439815","Ann Magnuson","NULL",
"nm9438908","Robert grubb","NULL",
"nm9438193","Ethan Stiefel","NULL",
"nm9427722","Merle Oberon","1911",
"nm9426875","Stanley Lupino","1893",
"nm9428203","Vera Hruba Ralston","1921",
"nm9435089","Lupino","NULL",
"nm9438499","Arthur Marshall","NULL",
"nm9429450","Deborah VanValkenburgh","NULL",
"nm9429428","Jose vanDam","NULL",
"nm9435369","Rita Firt","NULL",
"nm9424207","Sharon D. Clarke","NULL",
"nm9427168","Kit McDonough","NULL",
"nm9431427","Pam Tyson","NULL",
"nm9441510","Alice Ehlers","NULL",
"nm9424135","Edward Chapman","1901",
"nm9438939","D.B. Sweeny","NULL",
"nm9430384","Geoffrey Horen","NULL",
"nm9430496","Sandra Lynn","NULL",
"nm9432805","Shirley Grey","NULL",
"nm9437424","Dorothy Cooper","NULL",
"nm9441223","Lesli Brooks","NULL",
"nm9425768","Sessue Hayakawa","1889",
"nm9440034","Hugh Latimer","NULL",
"nm9434455","Frances Bavier","NULL",
"nm9439202","Taral Hicks","NULL",
"nm9423111","Julie Adams","1926",
"nm9434181","Beccky Lee Meza","NULL",
"nm9430920","Krystyna Stypulnicki","NULL",
"nm9424208","Warren Clarke","NULL",
"nm9434928","Thierry LHermite","NULL",
"nm9431629","James Lydon","NULL",
"nm9433976","Larry Miller","NULL",
"nm9426600","Jack LaRue","1927",
"nm9428557","Raisa Ryazonova","NULL",
"nm9429604","Bryant Washburn","1988",
"nm9423236","Stanley Andrews","1892",
"nm9432295","Lawrence Harvey","NULL",
"nm9436624","Rudolf Wessely","NULL",
"nm9435082","Sally Forrest","NULL",
"nm9437840","Shelly Mars","NULL",
"nm9439910","Tom Eyen","NULL",
"nm9440988","Bjorn Sundquist","NULL",
"nm9436506","Zdenek Sverak","NULL",
"nm9430241","Arsinee Khanjian","NULL",
"nm9424829","Griffin Dunne","1955",
"nm9425270","Andres Garcia","NULL",
"nm9434958","Alan north","NULL",
"nm9425629","Porter Hall","1888",
"nm9437302","Joseph Grehan","NULL",
"nm9434825","Michael DeLuise","NULL",
"nm9434339","Ingrid Bergmansr","NULL",
"nm9432923","Aldo Maccione","NULL",
"nm9434295","Marino Cenna","NULL",
"nm9437875","Sacha Bourdo","NULL",
"nm9424046","Darleen Carr","NULL",
"nm9430404","Chishu Ryu","NULL",
"nm9433131","Edda Seippel","NULL",
"nm9424777","Charles Drake","1914",
"nm9429528","John Wade","NULL",
"nm9429617","Charlene Watkins","NULL",
"nm9429745","Fred Willard","NULL",
"nm9437321","Rob Moran","NULL",
"nm9436562","John Aylward","NULL",
"nm9430595","George R. Robertson","NULL",
"nm9440128","Aleksandr Antonov","NULL",
"nm9435795","Jamie Getz","NULL",
"nm9431983","The Platters","NULL",
"nm9439799","Russel Collins","NULL",
"nm9427821","Milo OShea","1926",
"nm9425168","James Fox","1939",
"nm9433261","Ruta Lee","NULL",
"nm9439066","Andre theGiant","NULL",
"nm9438684","Ricard Gere","NULL",
"nm9424318","Tom Conti","1945",
"nm9429098","Dorothy Stratten","1960",
"nm9430356","Ashley Ohara","NULL",
"nm9441563","Pat Tallman","NULL",
"nm9438773","Cazz Palmieri","NULL",
"nm9425663","Jimmy Hanley","1918",
"nm9439091","Eva Gobor","NULL",
"nm9435713","Phillip VanLear","NULL",
"nm9426240","Peggy Hopkins Joyce","1893",
"nm9440848","William Vail","NULL",
"nm9433686","John Milius","NULL",
"nm9432103","Mathias Haupert","NULL",
"nm9438985","Carol Linley","NULL",
"nm9440425","Gloria Irizarry","NULL",
"nm9428314","Anne Revere","1903",
"nm9435593","Leslie Ann Powers","NULL",
"nm9439055","Joanne Cassidy","NULL",
"nm9434251","George Metaxa","NULL",
"nm9434218","Tick Hellings","NULL",
"nm9427294","Matt Michaels","NULL",
"nm9429180","Colin Tapley","1911",
"nm9426365","James Kenney","1930",
"nm9435247","Kai Wiesinger","NULL",
"nm9437657","Annabelle Price","NULL",
"nm9436883","Victor Joy","NULL",
"nm9436536","Michael Piler","NULL",
"nm9429529","Russel Wade","NULL",
"nm9435353","Shirley Casey","NULL",
"nm9435614","Patricia Wettig","NULL",
"nm9431751","Martha Ray","NULL",
"nm9439752","Lou Collier","NULL",
"nm9424842","Monique Dury","NULL",
"nm9439785","Lillian Bronson","NULL",
"nm9427044","ChrisPin Martin","1894",
"nm9423499","Emanuelle Beart","1965",
"nm9441555","Liselotte","NULL",
"nm9433414","Mrgaret Rutherford","NULL",
"nm9427413","Keith Moon","NULL",
"nm9429474","VeraEllen","1920",
"nm9423141","Han Albers","1892",
"nm9427540","Irina Muravyova","NULL",
"nm9434609","Marilia Pera","NULL",
"nm9437488","Jeff Glodblum","NULL",
"nm9428382","Kristen Riter","NULL",
"nm9429541","Anton Walbrook","1900",
"nm9440064","Philip Holmes","NULL",
"nm9428205","Dack Rambo","1941",
"nm9430697","Dominic Raacke","NULL",
"nm9438645","Anne Louise Lambert","NULL",
"nm9426153","Barbara Jefford","1930",
"nm9434130","Goetz","NULL",
"nm9436310","Genevieve Picot","NULL",
"nm9433062","Jean Gascon","NULL",
"nm9433260","Philip Coolidge","NULL",
"nm9426711","Buddy Lester","NULL",
"nm9439412","Marc OShea","NULL",
"nm9434417","Edward Conrad","NULL",
"nm9429585","S.J. Warmington","NULL",
"nm9431232","John Duchovny","NULL",
"nm9439849","Alain Bourguignon","NULL",
"nm9424156","Cher","1946",
"nm9440765","Walter Walker","NULL",
"nm9426470","Charlie Korsmo","NULL",
"nm9436166","Hans Albers","NULL",
"nm9427183","Patrick McGoohan","1928",
"nm9432669","Benjamin Bratt","NULL",
"nm9433708","Helena BonhamCarter","NULL",
"nm9437121","Rosalind Marquis","NULL",
"nm9428933","Ann Sothern","1909",
"nm9440626","Rosalie Larrimore","NULL",
"nm9429994","Kevin Colsonn","NULL",
"nm9424504","Dorothy Dandridge","1923",
"nm9424592","Nigel deBrulier","1878",
"nm9434613","Rul Polnanah","NULL",
"nm9440472","Paul Land","NULL",
"nm9439818","Beby","NULL",
"nm9428968","Guy Standing","1873",
"nm9423637","Brad Bird","NULL",
"nm9428033","Francis Pierlot","1976",
"nm9424928","Dick Emery","1918",
"nm9441272","Alan Delon","NULL",
"nm9423298","Ren\`ee Asherson","1920",
"nm9427118","Elaine May","1932",
"nm9428281","Steve Reeves","1926",
"nm9438082","Simon Chuckster","NULL",
"nm9430213","DeShonn Castle","NULL",
"nm9435360","Hazel Washington","NULL",
"nm9436571","Harvey Tyler","NULL",
"nm9425527","Lita Grey","1909",
"nm9439139","Jonathan Hare","NULL",
"nm9428768","Al Shean","1868",
"nm9423948","Bruce Cabot","1904",
"nm9426999","Nancy Marchand","NULL",
"nm9435910","Peggy Cumming","NULL",
"nm9433981","Madge Blake","NULL",
"nm9431755","Max Pomeranz","NULL",
"nm9424947","David Essex","1947",
"nm9434204","Pamela Brown","NULL",
"nm9440978","Lutze Hagen","NULL",
"nm9440681","Adriana Asti","NULL",
"nm9434897","Karin Baal","NULL",
"nm9435494","Barbara Gonzales","NULL",
"nm9440392","Pinakaj Sengupta","NULL",
"nm9436656","Rosina Lawrence","NULL",
"nm9438008","Eva Duarte","NULL",
"nm9433662","The Mills Brothers","NULL",
"nm9434356","Ed Baigley~jr","NULL",
"nm9441753","Robert Werner","NULL",
"nm9426372","Doris Kenyon","NULL",
"nm9427530","Billy Mumy","NULL",
"nm9440543","Kaye Ballard","NULL",
"nm9441318","Jean Prentis","NULL",
"nm9423497","John Beal","1909",
"nm9425634","John Halliday","1880",
"nm9425071","Tom Filer","NULL",
"nm9433399","Theodor Loos","NULL",
"nm9432935","Tulio Carminata","NULL",
"nm9426084","Eric Idle","NULL",
"nm9440565","Tony Shalloul","NULL",
"nm9438050","Ixabella Scupperea","NULL",
"nm9425165","Douglas Fowley","1911",
"nm9431790","Angela Landis","NULL",
"nm9436317","Ken Anderson","NULL",
"nm9428335","John RhysDavies","NULL",
"nm9423224","Carole Andre","NULL",
"nm9437014","Lou Payton","NULL",
"nm9434176","Franz Sala","NULL",
"nm9434755","Frances Bergen","NULL",
"nm9425065","Fenella Fielding","1930",
"nm9434665","Owen Wilson","NULL",
"nm9434395","Marie ONeill","NULL",
"nm9440975","Dean Staunton","NULL",
"nm9437813","Edward Connelly","NULL",
"nm9424240","George Coe","NULL",
