movieId,rating,numVotes,
"RcB1",0,0,
"JoD34",0,0,
"KeR10",0,0,
"IHk10",0,0,
"AKa15",0,0,
"RcB9",0,0,
"FNm18",0,0,
"DHx10",0,0,
"FNm16",0,0,
"FNm14",0,0,
"FNm12",0,0,
"FNm10",0,0,
"BW2",0,0,
"BW1",0,0,
"JoD40",0,0,
"BW4",0,0,
"RWa90",0,0,
"BW3",0,0,
"MAp7",0,0,
"MRt3",0,0,
"BW5",0,0,
"MiA18",0,0,
"TPa10",0,0,
"BW8",0,0,
"MRt5",0,0,
"C87",0,0,
"PRo55",0,0,
"BW7",0,0,
"MRt6",0,0,
"C89",0,0,
"BW9",0,0,
"MiA17",0,0,
"MiA11",0,0,
"KeA43",0,0,
"WLu15",0,0,
"MRt7",0,0,
"TPa15",0,0,
"MRt8",0,0,
"MRt9",0,0,
"Z1110",0,0,
"GMe10",0,0,
"PPz10",0,0,
"RyB18",0,0,
"RyB17",0,0,
"C91",0,0,
"RyB16",0,0,
"C94",0,0,
"RcB30",0,0,
"RyB11",0,0,
"MRs2",0,0,
"RyB10",0,0,
"RcB21",0,0,
"MRs4",0,0,
"AMg10",0,0,
"C98",0,0,
"RyB14",0,0,
"RcB25",0,0,
"RyB12",0,0,
"MRs1",0,0,
"MSt60",0,0,
"MRs6",0,0,
"IHk30",0,0,
"SBo10",0,0,
"RyS20",0,0,
"WLu10",0,0,
"MdV5",0,0,
"Z1120",0,0,
"SNa10",0,0,
"MtR10",0,0,
"MiR21",0,0,
"TFg1",0,0,
"YYo10",0,0,
"ThE10",0,0,
"BdY6",0,0,
"KeA29",0,0,
"BdY5",0,0,
"MRv6",0,0,
"BdY4",0,0,
"BdY3",0,0,
"KeA26",0,0,
"KeA25",0,0,
"TFi9",0,0,
"BdY1",0,0,
"MRv2",0,0,
"TFi8",0,0,
"KeA23",0,0,
"MRv4",0,0,
"JTh10",0,0,
"MSt53",0,0,
"bQs10",0,0,
"MSt55",0,0,
"bQs14",0,0,
"MSt50",0,0,
"RaM10",0,0,
"SpS10",0,0,
"RWa65",0,0,
"DoW97",0,0,
"LrA10",0,0,
"DoW95",0,0,
"MiR10",0,0,
"DoW99",0,0,
"KeA38",0,0,
"PRo86",0,0,
"KeA36",0,0,
"PRo83",0,0,
"KeA34",0,0,
"KeA32",0,0,
"bQs20",0,0,
"KeA31",0,0,
"PRo80",0,0,
"KeA30",0,0,
"bQs25",0,0,
"MSt40",0,0,
"bQs23",0,0,
"VoS2",0,0,
"FFC29",0,0,
"DoW82",0,0,
"IWk3",0,0,
"DoW80",0,0,
"ClC60",0,0,
"VoS8",0,0,
"IWk1",0,0,
"DoW81",0,0,
"FFC20",0,0,
"IWk5",0,0,
"RWa50",0,0,
"TFi3",0,0,
"RcB40",0,0,
"FFC26",0,0,
"FFC24",0,0,
"GM200",0,0,
"WaW5",0,0,
"DM230",0,0,
"LeL25",0,0,
"JSv15",0,0,
"CSm10",0,0,
"WaW2",0,0,
"WaW1",0,0,
"WWn170",0,0,
"WaW4",0,0,
"LeL20",0,0,
"WaW3",0,0,
"ELC2",0,0,
"JSv10",0,0,
"DoW70",0,0,
"ClC50",0,0,
"FFC11",0,0,
"FFC10",0,0,
"MRy1",0,0,
"FFC15",0,0,
"ClC57",0,0,
"ClC58",0,0,
"FFC12",0,0,
"JuW10",0,0,
"LeL38",0,0,
"GM210",0,0,
"LeL35",0,0,
"LeL30",0,0,
"GRH2",0,0,
"GRH1",0,0,
"GRH4",0,0,
"GRH3",0,0,
"GRH6",0,0,
"ClC45",0,0,
"GRH5",0,0,
"GRH8",0,0,
"GRH7",0,0,
"ClC49",0,0,
"GRH9",0,0,
"GM222",0,0,
"GM223",0,0,
"JGs10",0,0,
"GM224",0,0,
"GM225",0,0,
"GM220",0,0,
"WAS90",0,0,
"MiA35",0,0,
"WAS95",0,0,
"DHa1",0,0,
"ChB2",0,0,
"DHa2",0,0,
"DoW50",0,0,
"DHa3",0,0,
"ChB5",0,0,
"DHa5",0,0,
"DHa7",0,0,
"DoW51",0,0,
"ClC31",0,0,
"GM226",0,0,
"ChB9",0,0,
"GM227",0,0,
"IH11",0,0,
"ClC38",0,0,
"ClC35",0,0,
"ClC19",0,0,
"MRy9",0,0,
"IsF10",0,0,
"GM235",0,0,
"ClC18",0,0,
"GM230",0,0,
"MiA25",0,0,
"MRy5",0,0,
"MiA27",0,0,
"MRy7",0,0,
"xCh10",0,0,
"MiA22",0,0,
"WAS80",0,0,
"MiA21",0,0,
"MiA24",0,0,
"WAS82",0,0,
"DM200",0,0,
"WAS83",0,0,
"MEk10",0,0,
"WAS85",0,0,
"JHe10",0,0,
"RtD10",0,0,
"ClC20",0,0,
"RtD12",0,0,
"ClC21",0,0,
"RtD11",0,0,
"GM237",0,0,
"GM238",0,0,
"RtD13",0,0,
"ClC24",0,0,
"FFe10",0,0,
"IH25",0,0,
"JGs31",0,0,
"WAS77",0,0,
"IH26",0,0,
"IH23",0,0,
"GM240",0,0,
"IH29",0,0,
"GM242",0,0,
"IH27",0,0,
"IH28",0,0,
"JGs30",0,0,
"CyE8",0,0,
"WAS70",0,0,
"RHf20",0,0,
"JGb10",0,0,
"MeW10",0,0,
"ViM10",0,0,
"ECs10",0,0,
"ClC11",0,0,
"RGt10",0,0,
"ClC10",0,0,
"xEn10",0,0,
"IH30",0,0,
"IH31",0,0,
"IH14",0,0,
"JGs20",0,0,
"JiC10",0,0,
"IiS5",0,0,
"IH15",0,0,
"IH12",0,0,
"IH18",0,0,
"JiC14",0,0,
"IH19",0,0,
"TBi10",0,0,
"IH16",0,0,
"IH17",0,0,
"RHf10",0,0,
"ChC2",0,0,
"ChC3",0,0,
"CB3",0,0,
"ChC4",0,0,
"MNv10",0,0,
"ChC5",0,0,
"ChC6",0,0,
